frame_idx,detection_ms,tracking_ms,face_ms,body_ms,db_lookup_ms,total_ms
533,198.234,1.112,0.000,0.000,0.000,205.818
534,215.112,1.885,0.000,0.000,0.000,224.950
535,222.732,2.416,0.000,0.000,0.000,234.249
536,211.304,1.101,0.000,0.000,0.000,219.918
537,207.963,1.741,0.000,0.014,0.000,217.053
538,193.887,2.157,0.000,0.000,0.000,202.900
539,198.024,2.520,0.000,0.000,0.000,207.637
540,248.963,1.091,0.000,0.000,0.000,259.215
541,203.218,2.493,0.000,0.000,0.000,214.083
542,196.186,1.071,0.000,0.000,0.000,203.676
543,204.154,1.174,0.000,0.000,0.000,212.332
544,193.536,1.191,0.000,0.000,0.000,202.961
545,243.380,2.226,0.000,0.000,0.000,254.571
546,215.861,1.456,0.000,0.000,0.000,227.585
547,183.783,1.212,0.000,0.003,0.000,192.454
548,199.402,1.111,0.000,0.000,0.000,208.944
549,195.454,1.158,0.000,0.000,0.000,206.870
550,219.252,2.404,0.000,0.000,0.000,233.005
551,240.498,1.175,0.000,0.000,0.000,248.187
552,193.474,2.652,0.000,0.000,0.000,204.077
553,199.280,2.284,0.000,0.000,0.000,210.047
554,201.668,1.958,0.000,0.000,0.000,213.606
555,203.477,1.259,0.000,0.000,0.000,211.274
556,246.994,1.122,0.000,0.000,0.000,254.999
557,196.751,1.114,0.000,0.003,0.000,205.452
558,206.927,1.171,0.000,0.000,0.000,214.776
559,203.628,1.618,0.000,0.000,0.000,212.039
560,206.927,1.224,0.000,0.000,0.000,215.391
561,228.268,2.217,0.000,0.000,0.000,239.733
562,218.420,1.147,0.000,0.000,0.000,226.650
563,185.135,1.118,0.000,0.000,0.000,193.253
564,199.367,2.082,0.000,0.000,0.000,209.291
565,193.906,1.138,0.000,0.000,0.000,202.863
566,191.957,1.175,0.000,0.000,0.000,200.442
567,255.052,1.100,0.000,0.003,0.000,262.447
568,196.902,1.183,0.000,0.000,0.000,204.508
569,205.739,1.467,0.000,0.000,0.000,216.598
570,202.887,1.615,0.000,0.000,0.000,212.131
571,195.096,1.732,0.000,0.000,0.000,203.632
572,248.287,1.199,0.000,0.000,0.000,256.165
573,220.336,1.976,0.000,0.000,0.000,229.926
574,192.444,1.101,0.000,0.000,0.000,199.904
575,261.528,1.165,0.000,0.000,0.000,269.634
576,200.554,1.079,0.000,0.000,0.000,208.064
577,251.291,2.109,0.000,0.010,0.000,261.722
578,202.346,1.104,0.000,0.000,0.000,210.623
579,194.123,1.115,0.000,0.000,0.000,201.727
580,206.041,1.116,0.000,0.000,0.000,214.027
581,190.874,2.566,0.000,0.000,0.000,200.956
582,233.500,1.877,0.000,0.000,0.000,246.410
583,215.259,1.206,0.000,0.000,0.000,222.999
584,213.351,1.979,0.000,0.000,0.000,222.200
585,217.629,1.115,0.000,0.000,0.000,226.334
586,211.446,1.138,0.000,0.000,0.000,219.123
587,209.095,1.415,0.000,0.004,0.000,218.965
588,238.929,1.997,0.000,0.000,0.000,249.500
589,205.091,1.154,0.000,0.000,0.000,213.255
590,190.820,2.495,0.000,0.000,0.000,200.544
591,210.132,1.579,0.000,0.000,0.000,222.048
592,204.834,1.109,0.000,0.000,0.000,212.351
593,251.428,1.171,0.000,0.000,0.000,262.546
594,206.390,0.440,0.000,0.000,0.000,213.206
595,201.750,0.400,0.000,0.000,0.000,208.123
596,202.642,0.409,0.000,0.000,0.000,209.278
597,190.825,0.411,0.000,0.000,0.000,197.975
598,215.924,0.805,0.000,0.000,0.000,223.981
599,218.750,0.542,0.000,0.000,0.000,226.102
600,204.133,0.406,0.000,0.000,0.000,211.110
601,193.836,1.113,0.000,0.003,0.000,202.247
602,201.992,1.402,0.000,0.000,0.000,209.612
603,196.504,1.142,0.000,0.000,0.000,204.979
604,255.705,2.505,0.000,0.000,0.000,266.719
605,175.151,1.125,0.000,0.000,0.000,182.982
606,170.375,1.130,0.000,0.000,0.000,177.953
607,247.592,1.485,0.000,0.000,0.000,256.169
608,194.669,1.102,0.000,0.000,0.000,202.930
609,233.274,2.146,0.000,0.000,0.000,243.836
610,217.289,1.141,0.000,0.000,0.000,224.801
611,193.069,1.748,0.000,0.004,0.000,202.649
612,222.678,2.788,0.000,0.000,0.000,233.217
613,236.858,1.126,0.000,0.000,0.000,245.139
614,249.942,2.128,0.000,0.000,0.000,266.197
615,213.157,1.126,0.000,0.000,0.000,220.903
616,236.379,1.581,0.000,0.000,0.000,245.376
617,193.103,1.106,0.000,0.000,0.000,200.832
618,217.170,1.179,0.000,0.000,0.000,224.929
619,190.085,1.108,0.000,0.000,0.000,197.818
620,253.610,1.117,0.000,0.000,0.000,263.372
621,208.106,1.148,0.000,0.003,0.000,216.106
622,189.049,1.141,0.000,0.000,0.000,197.754
623,234.054,0.442,0.000,0.000,0.000,240.527
624,190.883,0.422,0.000,0.000,0.000,197.464
625,259.368,0.614,0.000,0.000,0.000,269.206
626,201.176,0.392,0.000,0.000,0.000,208.189
627,209.620,1.106,0.000,0.000,0.000,220.636
628,185.915,1.119,0.000,0.000,0.000,194.984
629,192.821,1.252,0.000,0.000,0.000,203.662
630,236.310,2.110,0.000,0.000,0.000,247.748
631,212.125,1.095,0.000,0.003,0.000,220.399
632,209.850,2.424,0.000,0.000,0.000,220.564
633,184.632,0.415,0.000,0.000,0.000,194.794
634,220.160,0.772,0.000,0.000,0.000,229.100
635,187.698,1.118,0.000,0.000,0.000,195.156
636,260.079,0.415,0.000,0.000,0.000,266.860
637,196.435,1.148,0.000,0.000,0.000,204.371
638,191.449,1.485,0.000,0.000,0.000,200.511
639,202.056,1.099,0.000,0.000,0.000,215.546
640,210.438,1.157,0.000,0.000,0.000,218.980
641,248.124,1.886,0.000,0.005,0.000,258.904
642,202.294,2.361,0.000,0.000,0.000,212.865
643,202.413,2.497,0.000,0.000,0.000,211.717
644,184.713,1.415,0.000,0.000,0.000,192.550
645,190.034,1.116,5.178,0.000,0.000,202.905
646,210.662,1.201,0.000,0.000,0.000,219.611
647,229.707,1.090,0.000,0.000,0.000,238.703
648,209.962,1.569,0.000,0.000,0.000,218.674
649,189.814,1.103,0.000,0.000,0.000,198.153
650,211.113,1.918,0.000,0.000,0.000,224.473
651,182.724,1.102,0.000,0.006,0.049,191.505
652,245.671,2.694,0.000,0.000,0.000,255.181
653,215.302,1.127,0.000,0.000,0.000,223.890
654,187.505,1.285,0.000,0.000,0.000,195.295
655,210.492,1.723,0.000,0.000,0.000,218.860
656,185.869,3.226,0.000,0.000,0.000,196.711
657,228.925,2.946,0.000,0.000,0.000,240.067
658,208.086,1.239,0.000,0.000,0.000,215.610
659,195.446,2.359,0.000,0.000,0.000,207.046
660,199.325,2.302,0.000,0.000,0.000,210.699
661,192.219,2.593,0.000,0.003,0.000,202.107
662,206.404,1.126,0.000,0.000,0.000,214.434
663,244.286,1.232,0.000,0.000,0.000,253.180
664,207.708,1.103,0.000,0.000,0.000,215.251
665,194.201,1.197,0.000,0.000,0.000,202.728
666,215.036,2.175,0.000,0.000,0.000,225.845
667,191.503,2.198,0.000,0.000,0.000,201.731
668,240.868,2.042,0.000,0.000,0.000,251.215
669,205.709,1.097,0.000,0.000,0.000,217.082
670,203.842,1.401,0.000,0.000,0.000,213.051
671,207.294,1.190,0.000,0.003,0.000,215.358
672,189.787,2.021,0.000,0.000,0.000,198.881
673,221.552,2.039,0.000,0.000,0.000,231.914
674,229.025,1.101,0.000,0.000,0.000,237.130
675,201.609,1.084,0.000,0.000,0.000,208.991
676,191.001,1.104,0.000,0.000,0.000,199.060
677,191.396,1.387,0.000,0.000,0.000,199.498
678,223.332,1.124,0.000,0.000,0.000,231.692
679,247.263,1.451,0.000,0.000,0.000,256.032
680,212.567,0.458,0.000,0.000,0.000,219.107
681,194.448,0.402,0.000,0.000,0.000,200.843
682,205.623,2.177,0.000,0.011,0.000,218.104
683,187.974,1.105,0.000,0.000,0.000,196.491
684,212.230,2.694,0.000,0.000,0.000,222.876
685,228.735,1.153,0.000,0.000,0.000,237.263
686,190.556,1.175,0.000,0.000,0.000,198.252
687,213.841,1.128,0.000,0.000,0.000,221.218
688,191.465,1.116,0.000,0.000,0.000,198.979
689,195.246,1.120,0.000,0.000,0.000,203.858
690,248.593,1.098,0.000,0.000,0.000,256.541
691,188.885,1.182,0.000,0.000,0.000,196.541
692,211.819,1.210,0.000,0.004,0.000,220.120
693,197.593,1.149,0.000,0.000,0.000,207.819
694,210.863,1.107,0.000,0.000,0.000,218.218
695,238.654,1.969,0.000,0.000,0.000,249.349
696,221.386,1.463,0.000,0.000,0.000,229.838
697,195.686,1.524,0.000,0.000,0.000,204.247
698,213.054,2.018,0.000,0.000,0.000,222.711
699,200.754,0.895,0.000,0.000,0.000,208.067
700,203.014,1.459,0.000,0.000,0.000,213.942
701,236.458,1.133,0.000,0.000,0.000,246.026
702,199.954,2.382,0.000,0.004,0.000,209.235
703,222.265,1.156,0.000,0.000,0.000,234.061
704,186.758,1.172,0.000,0.000,0.000,195.037
705,208.322,1.182,0.000,0.000,0.000,216.002
706,265.402,1.171,0.000,0.000,0.000,273.150
707,206.234,1.405,0.000,0.000,0.000,214.426
708,201.466,2.355,0.000,0.000,0.000,211.186
709,187.984,1.097,0.000,0.000,0.000,196.550
710,216.579,1.104,0.000,0.000,0.000,224.319
711,233.205,2.098,0.000,0.000,0.000,243.532
712,216.282,2.018,0.000,0.003,0.000,224.745
713,188.943,1.185,0.000,0.000,0.000,197.143
714,190.003,1.085,0.000,0.000,0.000,197.550
715,208.960,2.277,0.000,0.000,0.000,222.113
716,194.457,1.679,0.000,0.000,0.000,203.949
717,261.972,1.567,0.000,0.000,0.000,270.791
718,188.666,1.099,0.000,0.000,0.000,196.830
719,215.217,1.157,0.000,0.000,0.000,223.123
720,240.496,1.470,0.000,0.000,0.000,248.924
721,237.304,1.143,0.000,0.000,0.000,244.702
722,244.043,1.084,0.000,0.003,0.000,252.868
723,194.243,2.170,0.000,0.000,0.000,207.254
724,207.627,1.188,0.000,0.000,0.000,216.003
725,212.194,1.062,0.000,0.000,0.000,222.420
726,185.230,2.559,0.000,0.000,0.000,195.542
727,248.830,1.913,0.000,0.000,0.000,258.008
728,201.077,1.107,0.000,0.000,0.000,208.784
729,213.979,2.896,0.000,0.000,0.000,224.603
730,202.443,0.434,0.000,0.000,0.000,209.499
731,200.649,0.435,0.000,0.000,0.000,207.866
732,240.324,1.964,0.000,0.000,0.000,250.774
733,223.924,1.383,6.391,0.003,0.041,241.792
734,203.741,2.084,0.000,0.000,0.000,212.633
735,196.868,1.234,0.000,0.000,0.000,205.671
736,185.209,1.204,0.000,0.000,0.000,193.622
737,221.140,0.458,0.000,0.000,0.000,229.317
738,230.387,0.440,0.000,0.000,0.000,237.144
739,204.284,0.452,0.000,0.000,0.000,211.064
740,166.230,0.455,0.000,0.000,0.000,172.765
741,300.370,0.905,0.000,0.000,0.000,309.222
742,240.743,2.341,0.000,0.000,0.000,250.088
743,199.719,1.676,0.000,0.003,0.000,208.444
744,200.613,0.669,0.000,0.000,0.000,208.274
745,206.139,0.433,0.000,0.000,0.000,216.104
746,214.534,0.809,0.000,0.000,0.000,223.146
747,291.334,0.830,0.000,0.000,0.000,300.988
748,283.464,0.619,0.000,0.000,0.000,292.346
749,281.959,0.973,0.000,0.000,0.000,293.069
750,308.310,0.472,0.000,0.000,0.000,315.197
751,274.023,0.638,0.000,0.000,0.000,282.131
752,277.868,0.487,0.000,0.000,0.000,288.290
753,263.861,0.486,0.000,0.000,0.000,271.594
754,235.397,0.624,0.000,0.000,0.000,246.057
755,266.702,0.681,0.000,0.000,0.000,275.602
756,257.377,0.666,0.000,0.000,0.000,264.585
757,263.557,1.005,0.000,0.000,0.000,272.929
758,264.798,1.066,0.000,0.000,0.000,272.050
759,213.034,0.502,0.000,0.000,0.000,220.307
760,256.302,0.440,0.000,0.000,0.000,262.810
761,198.822,0.479,0.000,0.000,0.000,205.287
762,192.762,1.156,0.000,0.003,0.000,200.407
763,203.218,1.131,0.000,0.000,0.000,210.757
764,202.309,0.938,0.000,0.000,0.000,211.500
765,219.836,0.640,0.000,0.000,0.000,227.959
766,224.384,0.412,0.000,0.000,0.000,231.493
767,203.045,0.445,0.000,0.000,0.000,209.690
768,223.933,0.428,0.000,0.000,0.000,232.334
769,232.855,0.432,0.000,0.000,0.000,239.380
770,222.174,0.776,0.000,0.000,0.000,231.267
771,247.059,0.656,0.000,0.000,0.000,258.043
772,281.429,0.956,0.000,0.000,0.000,291.634
773,263.396,1.137,0.000,0.000,0.000,274.104
774,283.300,0.744,0.000,0.000,0.000,291.618
775,275.083,0.820,0.000,0.000,0.000,284.050
776,286.091,0.898,0.000,0.000,0.000,294.848
777,241.809,0.493,0.000,0.000,0.000,249.771
778,226.684,0.713,0.000,0.000,0.000,235.273
779,271.770,0.987,0.000,0.000,0.000,281.288
780,265.552,0.938,0.000,0.000,0.000,274.977
781,267.688,0.695,0.000,0.000,0.000,278.776
782,203.355,0.577,0.000,0.000,0.000,210.738
783,199.523,0.444,0.000,0.000,0.000,206.816
784,225.562,0.631,0.000,0.000,0.000,233.527
785,231.503,0.410,0.000,0.000,0.000,238.108
786,191.052,0.400,0.000,0.000,0.000,197.623
787,194.690,0.449,0.000,0.000,0.000,201.182
788,209.568,0.460,0.000,0.000,0.000,216.182
789,221.144,0.400,0.000,0.000,0.000,228.387
790,267.332,0.433,0.000,0.000,0.000,275.249
791,188.821,0.400,0.000,0.000,0.000,195.317
792,216.139,0.413,0.000,0.000,0.000,223.571
793,204.532,0.494,0.000,0.000,0.000,212.466
794,191.745,0.712,0.000,0.000,0.000,200.454
795,237.473,0.681,0.000,0.000,0.000,245.582
796,192.607,0.213,0.000,0.000,0.000,198.775
797,212.302,0.215,0.000,0.000,0.000,220.032
798,202.891,0.210,0.000,0.000,0.000,209.085
799,215.907,0.204,0.000,0.000,0.000,223.940
800,206.242,0.467,0.000,0.000,0.000,214.627
801,232.517,0.274,0.000,0.000,0.000,239.308
802,190.201,0.309,0.000,0.000,0.000,198.747
803,211.095,0.225,0.000,0.000,0.000,217.956
804,196.480,0.245,0.000,0.000,0.000,204.726
805,185.623,0.207,0.000,0.000,0.000,191.888
806,250.676,0.580,0.000,0.000,0.000,261.669
807,197.142,0.220,0.000,0.000,0.000,204.905
808,203.230,0.401,0.000,0.000,0.000,209.668
809,187.750,1.043,7.185,0.003,0.048,202.808
810,223.887,1.854,0.000,0.000,0.000,232.203
811,212.912,2.921,0.000,0.000,0.000,224.043
812,216.672,1.094,0.000,0.000,0.000,225.327
813,193.078,1.125,0.000,0.000,0.000,203.248
814,196.804,1.196,0.000,0.000,0.000,206.194
815,213.323,1.176,0.000,0.000,0.000,220.952
816,192.092,1.093,0.000,0.000,0.000,199.651
817,274.542,1.113,0.000,0.000,0.000,281.805
818,222.423,1.244,0.000,0.000,0.000,230.772
819,196.863,1.447,0.000,0.003,0.000,204.729
820,188.270,1.175,0.000,0.000,0.000,195.815
821,202.093,1.344,0.000,0.000,0.000,210.865
822,253.295,1.509,0.000,0.000,0.000,262.535
823,196.137,1.067,0.000,0.000,0.000,203.593
824,207.964,1.151,0.000,0.000,0.000,215.561
825,210.182,1.171,0.000,0.000,0.000,217.927
826,217.810,1.355,0.000,0.000,0.000,228.953
827,225.127,1.725,0.000,0.000,0.000,234.632
828,216.591,1.991,0.000,0.000,0.000,225.011
829,188.211,2.007,0.000,0.004,0.000,197.754
830,204.331,1.104,0.000,0.000,0.000,212.765
831,199.638,2.219,0.000,0.000,0.000,208.691
832,182.006,1.115,0.000,0.000,0.000,190.473
833,255.456,1.419,0.000,0.000,0.000,263.500
834,201.740,1.082,0.000,0.000,0.000,210.381
835,203.664,1.116,0.000,0.000,0.000,214.081
836,208.107,1.843,0.000,0.000,0.000,216.723
837,203.318,1.092,0.000,0.000,0.000,212.581
838,261.504,1.077,0.000,0.000,0.000,268.992
839,198.060,1.219,0.000,0.003,0.000,206.629
840,196.363,1.078,0.000,0.000,0.000,205.380
841,189.087,1.418,0.000,0.000,0.000,199.222
842,213.789,1.608,0.000,0.000,0.000,221.815
843,227.223,1.678,0.000,0.000,0.000,236.690
844,219.581,1.967,0.000,0.000,0.000,229.751
845,201.161,1.086,0.000,0.000,0.000,209.044
846,214.404,2.665,0.000,0.000,0.000,225.719
847,198.722,1.885,0.000,0.000,0.000,207.813
848,189.827,2.148,0.000,0.000,0.000,199.275
849,292.623,2.505,0.000,0.005,0.000,307.426
850,281.246,2.666,0.000,0.000,0.000,292.476
851,284.373,1.600,0.000,0.000,0.000,293.813
852,268.210,1.639,0.000,0.000,0.000,277.643
853,268.793,1.992,0.000,0.000,0.000,279.360
854,263.778,1.535,0.000,0.000,0.000,273.326
855,234.643,1.144,0.000,0.000,0.000,243.557
856,267.141,1.184,0.000,0.000,0.000,274.849
857,266.869,2.213,0.000,0.000,0.000,277.423
858,271.276,1.204,0.000,0.000,0.000,279.480
859,268.474,1.186,0.000,0.003,0.000,277.217
860,280.035,1.644,0.000,0.000,0.000,289.839
861,261.482,2.097,0.000,0.000,0.000,272.431
862,281.343,1.931,0.000,0.000,0.000,294.074
863,274.140,2.524,0.000,0.000,0.000,283.449
864,344.637,2.721,0.000,0.000,0.000,360.767
865,300.451,4.008,0.000,0.000,0.000,321.806
866,302.041,2.263,0.000,0.000,0.000,316.949
867,275.497,3.137,0.000,0.000,0.000,287.526
868,286.063,2.063,0.000,0.000,0.000,299.278
869,347.039,2.396,0.000,0.004,0.000,361.530
870,290.017,1.566,0.000,0.000,0.000,300.356
871,333.002,3.254,0.000,0.000,0.000,345.917
872,402.853,2.384,0.000,0.000,0.000,413.945
873,271.720,1.134,0.000,0.000,0.000,280.021
874,387.708,1.848,0.000,0.000,0.000,403.213
875,551.583,2.170,0.000,0.000,0.000,569.649
876,406.760,2.909,0.000,0.000,0.000,417.411
877,402.542,5.524,0.000,0.000,0.000,415.701
878,458.907,1.560,0.000,0.000,0.000,469.407
879,366.923,5.753,0.000,0.004,0.000,383.460
880,323.353,1.546,0.000,0.000,0.000,337.722
881,396.353,1.514,0.000,0.000,0.000,412.923
882,386.316,1.596,0.000,0.000,0.000,404.433
883,392.339,3.556,0.000,0.000,0.000,405.842
884,447.170,1.644,0.000,0.000,0.000,455.480
885,345.982,1.257,0.000,0.000,0.000,355.871
886,318.826,1.083,0.000,0.000,0.000,333.017
887,289.489,1.083,0.000,0.000,0.000,297.382
888,324.685,1.173,0.000,0.000,0.000,338.362
889,305.608,1.497,0.000,0.004,0.000,322.956
890,506.085,5.273,0.000,0.000,0.000,522.002
891,330.433,1.129,0.000,0.000,0.000,338.239
892,233.658,1.649,0.000,0.000,0.000,246.974
893,259.180,1.474,0.000,0.000,0.000,267.010
894,271.845,1.122,0.000,0.000,0.000,279.630
895,198.216,1.074,0.000,0.000,0.000,205.675
896,182.866,1.094,0.000,0.000,0.000,190.829
897,187.604,1.264,0.000,0.000,0.000,197.511
898,221.460,1.958,0.000,0.000,0.000,230.837
899,233.251,2.358,0.000,0.004,0.000,242.020
900,205.551,1.122,0.000,0.000,0.000,212.950
901,192.527,1.477,0.000,0.000,0.000,200.978
902,236.220,1.155,0.000,0.000,0.000,244.781
903,196.120,2.233,0.000,0.000,0.000,212.213
904,297.767,1.099,0.000,0.000,0.000,305.097
905,200.856,3.733,0.000,0.000,0.000,213.355
906,224.919,1.674,0.000,0.000,0.000,237.294
907,207.857,1.157,0.000,0.000,0.000,216.408
908,206.885,1.114,0.000,0.000,0.000,218.950
909,260.742,1.673,0.000,0.004,0.000,270.199
910,283.285,2.510,0.000,0.000,0.000,298.977
911,208.842,1.087,0.000,0.000,0.000,217.159
912,198.936,1.094,0.000,0.000,0.000,207.225
913,225.654,2.010,0.000,0.000,0.000,243.642
914,206.073,1.554,0.000,0.000,0.000,214.260
915,252.288,1.532,0.000,0.000,0.000,262.680
916,217.736,0.436,0.000,0.000,0.000,225.951
917,237.684,1.118,0.000,0.000,0.000,245.555
918,266.688,1.102,0.000,0.000,0.000,274.853
919,261.188,1.271,0.000,0.003,0.000,269.206
920,209.545,1.162,4.837,0.000,0.000,226.961
921,224.629,1.245,0.000,0.000,0.000,237.012
922,245.635,2.789,0.000,0.000,0.000,259.796
923,268.267,1.065,0.000,0.000,0.000,279.190
924,190.679,1.098,0.000,0.000,0.000,197.863
925,204.534,1.180,0.000,0.000,0.000,215.250
926,229.396,1.429,0.000,0.000,0.000,242.664
927,312.734,2.448,0.000,0.000,0.000,322.408
928,198.763,1.097,0.000,0.000,0.000,206.562
929,227.686,2.412,0.000,0.004,0.072,237.662
930,229.990,1.862,0.000,0.000,0.000,241.712
931,322.510,3.214,0.000,0.000,0.000,336.352
932,225.327,1.322,0.000,0.000,0.000,238.012
933,215.538,1.216,0.000,0.000,0.000,223.995
934,210.314,1.341,0.000,0.000,0.000,223.085
935,269.606,0.479,0.000,0.000,0.000,279.605
936,280.240,2.424,0.000,0.000,0.000,289.092
937,208.570,1.518,0.000,0.000,0.000,217.626
938,225.298,1.109,0.000,0.000,0.000,234.324
939,279.665,2.872,0.000,0.012,0.000,289.722
940,257.181,1.600,0.000,0.000,0.000,268.383
941,197.164,1.119,0.000,0.000,0.000,204.732
942,196.720,1.086,0.000,0.000,0.000,208.806
943,272.767,0.424,0.000,0.000,0.000,281.716
944,214.881,0.430,0.000,0.000,0.000,223.662
945,279.115,1.355,0.000,0.000,0.000,293.067
946,198.723,2.267,0.000,0.000,0.000,207.444
947,258.175,1.088,0.000,0.000,0.000,270.991
948,202.545,1.536,0.000,0.000,0.000,211.253
949,213.833,0.406,0.000,0.000,0.000,224.898
950,257.320,1.084,0.000,0.003,0.000,265.573
951,264.209,1.102,0.000,0.000,0.000,272.178
952,236.784,1.182,0.000,0.000,0.000,246.415
953,202.742,1.093,0.000,0.000,0.000,210.257
954,297.965,0.477,0.000,0.000,0.000,304.443
955,269.402,1.860,0.000,0.000,0.000,279.068
956,202.087,0.411,0.000,0.000,0.000,208.553
957,232.340,1.091,0.000,0.000,0.000,244.843
958,276.911,1.932,0.000,0.000,0.000,294.314
959,324.209,1.554,0.000,0.000,0.000,335.942
960,242.321,1.088,0.000,0.003,0.000,253.177
961,199.724,2.555,0.000,0.000,0.000,208.318
962,247.302,1.851,0.000,0.000,0.000,259.173
963,295.537,1.177,0.000,0.000,0.000,302.916
964,216.197,1.212,0.000,0.000,0.000,224.494
965,203.826,6.097,0.000,0.000,0.000,216.864
966,223.900,2.592,0.000,0.000,0.000,236.311
967,290.589,1.243,0.000,0.000,0.000,298.783
968,221.845,1.192,0.000,0.000,0.000,229.343
969,180.276,2.573,0.000,0.000,0.000,190.626
970,197.548,1.190,0.000,0.003,0.000,205.739
971,247.338,1.202,0.000,0.000,0.000,257.784
972,256.275,1.173,0.000,0.000,0.000,264.202
973,199.560,1.072,0.000,0.000,0.000,210.487
974,187.897,1.160,0.000,0.000,0.000,195.346
975,230.972,1.455,0.000,0.000,0.000,240.171
976,205.038,1.140,0.000,0.000,0.000,216.354
977,255.328,1.456,0.000,0.000,0.000,263.670
978,197.374,1.106,0.000,0.000,0.000,209.401
979,202.760,1.856,0.000,0.000,0.000,215.416
980,238.176,1.476,0.000,0.004,0.000,248.544
981,192.679,1.969,0.000,0.000,0.000,200.772
982,261.376,1.075,0.000,0.000,0.000,271.939
983,190.071,0.419,0.000,0.000,0.000,196.378
984,237.114,0.402,0.000,0.000,0.000,246.819
985,190.865,0.401,0.000,0.000,0.000,200.225
986,198.354,0.538,0.000,0.000,0.000,206.616
987,250.921,0.991,0.000,0.000,0.000,259.438
988,232.445,0.904,0.000,0.000,0.000,239.763
989,220.939,0.449,0.000,0.000,0.000,229.901
990,196.349,0.657,0.000,0.000,0.000,205.943
991,199.541,0.395,0.000,0.000,0.000,205.822
992,274.419,0.796,0.000,0.000,0.000,282.498
993,230.290,0.431,0.000,0.000,0.000,236.912
994,185.474,0.461,0.000,0.000,0.000,194.746
995,201.528,0.404,0.000,0.000,0.000,207.990
996,181.897,0.803,0.000,0.000,0.000,189.377
997,302.202,0.956,0.000,0.000,0.000,314.004
998,214.251,0.554,0.000,0.000,0.000,225.497
999,193.323,0.409,0.000,0.000,0.000,199.480
1000,204.417,1.105,0.000,0.000,0.000,211.520
1001,205.821,0.881,0.000,0.000,0.000,215.003
1002,295.586,1.702,0.000,0.005,0.000,306.027
1003,195.384,2.230,0.000,0.000,0.000,204.551
1004,199.866,1.479,0.000,0.000,0.000,208.594
1005,193.934,1.529,0.000,0.000,0.000,202.093
1006,268.387,2.249,0.000,0.000,0.000,284.071
1007,217.733,1.739,0.000,0.000,0.000,226.399
1008,219.864,1.872,0.000,0.000,0.000,228.875
1009,248.258,1.510,0.000,0.000,0.000,257.469
1010,292.001,1.103,0.000,0.000,0.000,299.201
1011,262.802,0.422,0.000,0.000,0.000,269.018
1012,210.969,0.404,0.000,0.000,0.000,217.999
1013,184.551,0.436,0.000,0.000,0.000,194.431
1014,279.853,0.481,0.000,0.000,0.000,287.385
1015,234.337,0.703,0.000,0.000,0.000,244.074
1016,225.823,0.466,0.000,0.000,0.000,232.138
1017,195.709,0.683,0.000,0.000,0.000,204.576
1018,246.111,1.181,0.000,0.003,0.000,254.836
1019,210.268,1.106,0.000,0.000,0.000,217.583
1020,261.436,1.555,0.000,0.000,0.000,275.783
1021,210.336,1.117,0.000,0.000,0.000,221.220
1022,226.711,1.797,0.000,0.000,0.000,235.468
1023,226.497,1.151,0.000,0.000,0.000,234.086
1024,214.182,1.481,0.000,0.000,0.000,224.580
1025,280.574,1.089,0.000,0.000,0.000,293.268
1026,238.908,0.646,0.000,0.000,0.000,246.666
1027,229.019,1.093,0.000,0.000,0.000,236.206
1028,238.705,1.693,0.000,0.003,0.000,247.273
1029,208.534,2.162,0.000,0.000,0.000,223.282
1030,249.590,1.261,0.000,0.000,0.000,257.726
1031,221.346,1.098,0.000,0.000,0.000,229.195
1032,205.669,0.414,0.000,0.000,0.000,213.713
1033,218.374,0.404,0.000,0.000,0.000,226.511
1034,301.761,0.634,0.000,0.000,0.000,308.701
1035,238.265,1.110,0.000,0.000,0.000,246.317
1036,233.073,2.423,0.000,0.000,0.000,243.126
1037,237.203,1.470,0.000,0.000,0.000,248.203
1038,215.205,1.277,0.000,0.003,0.000,225.042
1039,287.998,2.894,0.000,0.000,0.000,300.010
1040,210.606,1.148,0.000,0.000,0.000,219.680
1041,207.480,2.123,0.000,0.000,0.000,217.906
1042,227.118,1.561,0.000,0.000,0.000,235.429
1043,298.503,1.070,0.000,0.000,0.000,307.000
1044,232.003,1.168,0.000,0.000,0.000,240.381
1045,218.920,1.157,0.000,0.000,0.000,226.905
1046,222.533,1.180,0.000,0.000,0.000,235.880
1047,276.714,2.329,0.000,0.000,0.000,290.082
1048,278.495,1.296,0.000,0.003,0.000,286.666
1049,190.804,1.317,0.000,0.000,0.000,198.445
1050,203.773,5.945,0.000,0.000,0.000,217.847
1051,234.854,3.051,0.000,0.000,0.000,246.073
1052,255.820,6.981,0.000,0.000,0.000,270.409
1053,198.232,1.306,4.765,0.000,0.000,210.689
1054,228.502,1.909,0.000,0.000,0.000,237.359
1055,238.705,1.219,0.000,0.000,0.000,246.224
1056,204.264,1.103,0.000,0.000,0.000,216.711
1057,260.270,1.070,0.000,0.000,0.000,267.949
1058,189.561,1.102,0.000,0.003,0.042,197.231
1059,236.593,1.168,0.000,0.000,0.000,247.133
1060,199.060,2.589,0.000,0.000,0.000,209.361
1061,201.230,1.143,0.000,0.000,0.000,208.533
1062,249.413,1.186,0.000,0.000,0.000,256.793
1063,204.823,1.689,0.000,0.000,0.000,219.031
1064,232.222,1.332,0.000,0.000,0.000,241.435
1065,194.035,1.239,0.000,0.000,0.000,201.639
1066,194.215,1.610,0.000,0.000,0.000,202.422
