frame_idx,detection_ms,tracking_ms,face_ms,body_ms,db_lookup_ms,total_ms
121,211.795,1.116,0.000,0.003,0.000,220.163
122,199.124,1.224,0.000,0.000,0.000,206.666
123,192.126,0.416,0.000,0.000,0.000,198.567
124,197.070,0.737,0.000,0.000,0.000,206.115
125,231.650,0.441,0.000,0.000,0.000,238.765
126,203.671,0.985,0.000,0.000,0.000,213.223
127,203.251,1.139,0.000,0.000,0.000,210.862
128,194.823,1.313,0.000,0.000,0.000,202.329
129,206.841,1.180,0.000,0.000,0.000,216.235
130,257.641,1.141,0.000,0.000,0.000,265.655
131,202.618,1.283,0.000,0.004,0.000,212.739
132,193.221,1.225,0.000,0.000,0.000,202.692
133,191.456,1.078,0.000,0.000,0.000,202.632
134,194.118,2.479,0.000,0.000,0.000,203.669
135,222.147,0.797,0.000,0.000,0.000,231.935
136,219.339,1.110,0.000,0.000,0.000,226.964
137,192.169,1.195,0.000,0.000,0.000,199.790
138,196.001,1.092,0.000,0.000,0.000,203.702
139,188.199,1.073,0.000,0.000,0.000,195.703
140,199.281,1.077,0.000,0.000,0.000,207.048
141,247.504,1.982,0.000,0.003,0.000,256.797
142,196.029,1.090,0.000,0.000,0.000,204.172
143,230.644,1.178,0.000,0.000,0.000,238.507
144,192.953,1.980,0.000,0.000,0.000,203.291
145,205.810,1.090,0.000,0.000,0.000,214.893
146,261.625,1.081,0.000,0.000,0.000,268.925
147,192.790,1.350,0.000,0.000,0.000,200.670
148,190.424,1.761,0.000,0.000,0.000,199.650
149,199.888,1.449,0.000,0.000,0.000,209.788
150,208.838,1.137,0.000,0.000,0.000,216.456
151,235.694,1.984,0.000,0.004,0.000,245.665
152,202.041,1.098,0.000,0.000,0.000,209.784
153,185.739,1.145,0.000,0.000,0.000,193.309
154,210.116,1.132,0.000,0.000,0.000,222.287
155,199.220,1.200,0.000,0.000,0.000,207.231
156,215.151,3.273,0.000,0.000,0.000,227.176
157,254.320,1.162,0.000,0.000,0.000,263.503
158,210.364,1.105,0.000,0.000,0.000,217.969
159,192.487,2.041,0.000,0.000,0.000,201.043
160,194.458,1.095,0.000,0.000,0.000,202.028
161,195.490,1.165,0.000,0.003,0.000,203.382
162,259.610,1.138,0.000,0.000,0.000,270.960
163,223.186,1.068,0.000,0.000,0.000,233.840
164,186.619,1.107,0.000,0.000,0.000,197.096
165,200.686,1.095,0.000,0.000,0.000,208.835
166,199.154,1.194,0.000,0.000,0.000,207.537
167,249.357,2.087,0.000,0.000,0.000,259.323
168,196.650,1.173,0.000,0.000,0.000,208.332
169,197.115,1.894,0.000,0.000,0.000,205.478
170,207.842,1.141,0.000,0.000,0.000,219.668
171,203.858,1.333,0.000,0.003,0.000,211.744
172,259.735,2.355,0.000,0.000,0.000,271.138
173,207.776,1.111,0.000,0.000,0.000,215.145
174,189.460,1.076,0.000,0.000,0.000,197.717
175,195.604,1.115,0.000,0.000,0.000,203.672
176,189.254,1.123,0.000,0.000,0.000,196.759
177,205.712,1.086,0.000,0.000,0.000,214.784
178,243.626,1.102,0.000,0.000,0.000,252.599
179,195.167,1.150,0.000,0.000,0.000,202.750
180,197.544,1.196,0.000,0.000,0.000,205.925
181,203.011,1.479,0.000,0.004,0.000,211.824
182,213.207,2.098,0.000,0.000,0.000,223.309
183,260.163,1.909,0.000,0.000,0.000,272.003
184,229.076,1.617,0.000,0.000,0.000,238.446
185,187.174,1.106,0.000,0.000,0.000,196.800
186,236.764,1.078,0.000,0.000,0.000,244.357
187,191.475,2.934,0.000,0.000,0.000,203.081
188,253.804,1.734,0.000,0.000,0.000,262.458
189,186.892,1.101,0.000,0.000,0.000,195.965
190,210.286,2.268,0.000,0.000,0.000,219.050
191,204.939,1.157,0.000,0.003,0.000,212.788
192,185.402,1.289,0.000,0.000,0.000,193.027
193,210.671,1.955,0.000,0.000,0.000,223.250
194,217.290,1.107,0.000,0.000,0.000,225.390
195,203.531,1.113,0.000,0.000,0.000,214.958
196,200.493,1.478,0.000,0.000,0.000,208.637
197,191.111,2.981,0.000,0.000,0.000,202.662
198,208.137,1.077,0.000,0.000,0.000,215.679
199,261.828,2.104,0.000,0.000,0.000,272.902
200,197.876,1.123,0.000,0.000,0.000,205.986
201,190.771,1.081,0.000,0.003,0.000,198.067
202,206.468,2.209,0.000,0.000,0.000,215.808
203,192.577,2.184,0.000,0.000,0.000,201.567
204,245.617,1.755,0.000,0.000,0.000,255.476
205,210.203,1.082,0.000,0.000,0.000,220.835
206,212.857,1.193,0.000,0.000,0.000,221.192
207,213.655,1.717,0.000,0.000,0.000,221.764
208,191.971,1.486,0.000,0.000,0.000,200.468
209,228.630,3.406,0.000,0.000,0.000,240.632
210,233.166,1.087,0.000,0.000,0.000,240.604
211,214.355,1.094,0.000,0.003,0.000,225.370
212,204.904,1.148,0.000,0.000,0.000,212.752
213,243.413,1.183,0.000,0.000,0.000,251.744
214,208.662,2.776,0.000,0.000,0.000,220.201
215,255.499,1.115,0.000,0.000,0.000,263.748
216,196.218,1.122,0.000,0.000,0.000,203.777
217,194.879,1.185,0.000,0.000,0.000,203.260
218,210.040,2.243,0.000,0.000,0.000,218.505
219,184.680,1.098,0.000,0.000,0.000,192.231
220,256.710,1.113,0.000,0.000,0.000,267.718
221,189.348,1.152,0.000,0.003,0.000,198.656
222,214.962,1.111,0.000,0.000,0.000,222.678
223,194.198,1.099,0.000,0.000,0.000,202.279
224,204.437,1.320,0.000,0.000,0.000,215.997
225,247.084,1.963,0.000,0.000,0.000,257.446
226,198.782,1.577,0.000,0.000,0.000,207.419
227,211.568,1.758,0.000,0.000,0.000,223.027
228,192.709,1.097,12.747,0.000,0.080,213.886
229,197.921,1.106,0.000,0.000,0.000,205.796
230,207.201,3.260,0.000,0.000,0.000,218.927
231,238.196,1.164,0.000,0.003,0.000,246.577
232,196.433,1.108,0.000,0.000,0.000,204.495
233,203.494,1.098,0.000,0.000,0.000,211.090
234,185.908,1.092,0.000,0.000,0.000,194.303
235,192.075,1.074,0.000,0.000,0.000,200.702
236,255.763,1.990,0.000,0.000,0.000,265.982
237,201.816,1.554,0.000,0.000,0.000,209.634
238,233.299,1.079,0.000,0.000,0.000,241.771
239,197.847,1.188,0.000,0.000,0.000,207.401
240,207.271,1.500,0.000,0.000,0.000,218.582
241,237.384,1.661,0.000,0.004,0.000,246.983
242,217.619,1.127,0.000,0.000,0.000,225.529
243,188.688,1.145,0.000,0.000,0.000,196.098
244,195.984,1.135,0.000,0.000,0.000,204.396
245,225.404,1.088,0.000,0.000,0.000,233.106
246,205.519,1.630,0.000,0.000,0.000,214.325
247,252.604,1.807,0.000,0.000,0.000,261.677
248,198.935,1.095,0.000,0.000,0.000,207.467
249,231.086,1.724,0.000,0.000,0.000,240.116
250,197.823,1.111,0.000,0.000,0.000,205.358
251,190.524,2.091,0.000,0.005,0.000,200.626
252,267.242,1.126,0.000,0.000,0.000,275.586
253,200.000,1.518,0.000,0.000,0.000,209.172
254,215.151,1.110,0.000,0.000,0.000,225.018
255,202.639,1.119,0.000,0.000,0.000,210.334
256,207.269,2.112,0.000,0.000,0.000,216.629
257,238.608,1.822,0.000,0.000,0.000,248.175
258,208.288,1.245,0.000,0.000,0.000,216.587
259,197.395,1.523,0.000,0.000,0.000,208.310
260,199.593,2.329,0.000,0.000,0.000,209.759
261,195.638,1.122,0.000,0.003,0.000,203.886
262,240.580,2.145,0.000,0.000,0.000,251.107
263,248.641,2.314,0.000,0.000,0.000,260.376
264,198.450,1.412,0.000,0.000,0.000,207.067
265,223.906,2.132,0.000,0.000,0.000,233.382
266,201.867,1.534,0.000,0.000,0.000,210.517
267,219.031,1.959,0.000,0.000,0.000,230.009
268,247.778,1.230,0.000,0.000,0.000,255.548
269,210.880,1.555,0.000,0.000,0.000,220.101
270,196.910,1.122,0.000,0.000,0.000,205.295
271,204.862,1.484,0.000,0.003,0.000,213.458
272,230.999,1.216,0.000,0.000,0.000,238.695
273,243.718,1.667,0.000,0.000,0.000,255.122
274,203.365,1.118,0.000,0.000,0.000,211.047
275,194.892,1.131,0.000,0.000,0.000,202.531
276,206.963,1.275,0.000,0.000,0.000,215.031
277,194.330,1.135,0.000,0.000,0.000,205.997
278,244.543,2.108,0.000,0.000,0.000,254.994
279,229.073,1.788,0.000,0.000,0.000,237.803
280,204.227,1.129,0.000,0.000,0.000,211.724
281,226.222,1.223,0.000,0.004,0.000,233.655
282,205.592,1.548,0.000,0.000,0.000,216.118
283,241.000,3.273,0.000,0.000,0.000,252.320
284,202.870,1.320,0.000,0.000,0.000,211.449
285,199.177,1.102,0.000,0.000,0.000,207.945
286,199.520,2.473,0.000,0.000,0.000,210.042
287,194.926,1.830,0.000,0.000,0.000,204.298
288,194.112,2.035,0.000,0.000,0.000,202.736
289,272.568,1.608,0.000,0.000,0.000,281.080
290,222.923,2.273,0.000,0.000,0.000,231.851
291,209.784,1.126,0.000,0.003,0.000,217.389
292,198.043,1.110,0.000,0.000,0.000,205.698
293,213.395,1.911,0.000,0.000,0.000,221.721
294,259.567,2.102,0.000,0.000,0.000,268.789
295,194.600,2.531,0.000,0.000,0.000,203.782
296,197.727,1.542,0.000,0.000,0.000,207.119
297,191.077,1.216,0.000,0.000,0.000,198.818
298,205.344,0.406,0.000,0.000,0.000,211.751
299,239.400,0.813,0.000,0.000,0.000,248.188
300,211.273,0.406,0.000,0.000,0.000,218.543
301,186.177,0.789,0.000,0.000,0.000,194.717
302,194.886,0.440,0.000,0.000,0.000,201.398
303,196.192,0.398,0.000,0.000,0.000,202.750
304,203.056,0.410,0.000,0.000,0.000,209.351
305,275.134,0.525,0.000,0.000,0.000,282.759
306,193.216,0.407,0.000,0.000,0.000,200.618
307,217.472,0.827,0.000,0.000,0.000,226.674
308,228.859,0.501,0.000,0.000,0.000,235.709
309,212.052,0.434,0.000,0.000,0.000,220.227
310,243.403,0.661,0.000,0.000,0.000,251.013
311,208.633,0.438,0.000,0.000,0.000,215.493
312,213.143,0.964,0.000,0.000,0.000,223.694
313,220.165,0.428,0.000,0.000,0.000,231.556
314,253.254,0.603,0.000,0.000,0.000,261.565
315,281.321,0.652,0.000,0.000,0.000,289.349
316,267.594,0.555,0.000,0.000,0.000,274.706
317,224.736,0.423,0.000,0.000,0.000,232.639
318,239.888,0.403,0.000,0.000,0.000,247.298
319,266.396,0.947,0.000,0.000,0.000,275.134
320,282.191,0.622,0.000,0.000,0.000,292.791
321,228.417,0.509,0.000,0.000,0.000,235.502
322,293.236,0.888,0.000,0.000,0.000,303.750
323,284.014,0.429,0.000,0.000,0.000,290.800
324,266.235,0.698,0.000,0.000,0.000,274.271
325,258.539,0.574,0.000,0.000,0.000,267.066
326,249.925,0.720,0.000,0.000,0.000,258.426
327,254.343,0.431,0.000,0.000,0.000,262.450
328,263.348,1.256,0.000,0.000,0.000,273.128
329,279.666,0.699,0.000,0.000,0.000,287.556
330,277.883,0.236,0.000,0.000,0.000,284.176
331,278.428,0.395,0.000,0.000,0.000,286.796
332,284.439,0.858,0.000,0.000,0.000,295.363
333,231.672,0.275,0.000,0.000,0.000,239.745
334,209.095,0.205,0.000,0.000,0.000,215.520
335,192.987,0.209,0.000,0.000,0.000,200.045
336,217.903,0.206,0.000,0.000,0.000,224.091
337,197.688,0.214,0.000,0.000,0.000,204.712
338,246.566,0.354,0.000,0.000,0.000,254.357
339,190.249,0.208,0.000,0.000,0.000,196.808
340,214.958,0.259,0.000,0.000,0.000,221.810
341,204.576,0.212,0.000,0.000,0.000,210.794
342,190.928,0.232,0.000,0.000,0.000,198.051
343,212.367,0.410,0.000,0.000,0.000,221.450
344,246.130,0.296,0.000,0.000,0.000,252.869
345,201.243,0.483,0.000,0.000,0.000,208.494
346,257.175,0.435,0.000,0.000,0.000,266.125
347,262.926,0.349,0.000,0.000,0.000,274.943
348,263.862,0.474,0.000,0.000,0.000,276.725
349,275.498,0.495,0.000,0.000,0.000,284.853
350,294.115,0.480,0.000,0.000,0.000,304.941
351,263.706,0.223,0.000,0.000,0.000,271.054
352,278.540,0.656,0.000,0.000,0.000,287.732
353,233.280,0.207,0.000,0.000,0.000,242.864
354,186.683,0.208,0.000,0.000,0.000,193.953
355,206.110,0.228,0.000,0.000,0.000,213.657
356,204.792,0.238,0.000,0.000,0.000,211.532
357,199.574,0.210,0.000,0.000,0.000,205.842
358,236.810,0.463,0.000,0.000,0.000,244.786
359,192.470,0.233,0.000,0.000,0.000,198.718
360,213.451,0.227,0.000,0.000,0.000,219.653
361,202.563,0.207,0.000,0.000,0.000,208.828
362,211.713,0.209,0.000,0.000,0.000,221.570
363,204.549,0.487,0.000,0.000,0.000,213.256
364,234.001,0.291,0.000,0.000,0.000,241.717
365,208.360,0.251,0.000,0.000,0.000,216.350
366,205.447,0.259,0.000,0.000,0.000,212.592
367,188.543,0.255,0.000,0.000,0.000,196.529
368,189.913,0.279,0.000,0.000,0.000,197.471
369,251.055,0.221,0.000,0.000,0.000,257.387
370,202.709,0.495,0.000,0.000,0.000,212.410
371,202.454,0.212,0.000,0.000,0.000,208.907
372,186.021,0.212,0.000,0.000,0.000,194.896
373,201.338,0.291,0.000,0.000,0.000,208.765
374,227.734,0.377,0.000,0.000,0.000,235.759
375,215.094,0.223,0.000,0.000,0.000,221.141
376,192.766,0.207,0.000,0.000,0.000,199.575
377,193.640,0.217,0.000,0.000,0.000,201.511
378,197.076,0.240,0.000,0.000,0.000,206.052
379,186.437,0.200,0.000,0.000,0.000,193.305
380,264.463,0.305,0.000,0.000,0.000,271.344
381,192.869,0.212,0.000,0.000,0.000,199.998
382,196.708,0.219,0.000,0.000,0.000,209.740
383,202.604,0.248,0.000,0.000,0.000,208.939
384,212.962,0.432,0.000,0.000,0.000,219.899
385,226.087,2.971,17.439,0.003,0.149,255.785
386,196.734,1.208,0.000,0.000,0.000,204.998
387,203.561,1.143,0.000,0.000,0.000,211.885
388,187.178,1.124,0.000,0.000,0.000,194.772
389,206.863,1.954,0.000,0.000,0.000,218.069
390,196.978,2.648,0.000,0.000,0.000,209.928
391,241.746,1.176,0.000,0.000,0.000,249.602
392,203.107,1.120,0.000,0.000,0.000,211.681
393,197.347,2.070,0.000,0.000,0.000,209.573
394,202.635,1.507,0.000,0.000,0.000,211.049
395,195.901,1.298,0.000,0.003,0.000,203.567
396,241.658,1.724,0.000,0.000,0.000,251.625
397,192.708,1.065,0.000,0.000,0.000,200.158
398,201.605,2.061,0.000,0.000,0.000,211.841
399,204.333,1.122,0.000,0.000,0.000,211.914
400,184.195,1.936,0.000,0.000,0.000,193.180
401,207.576,1.147,0.000,0.000,0.000,215.209
402,242.942,1.114,0.000,0.000,0.000,250.605
403,214.258,1.440,0.000,0.000,0.000,222.547
404,192.413,1.102,0.000,0.000,0.000,200.146
405,193.684,1.151,0.000,0.003,0.000,202.114
406,209.192,1.408,0.000,0.000,0.000,219.925
407,234.426,3.023,0.000,0.000,0.000,245.295
408,205.929,1.096,0.000,0.000,0.000,213.536
409,188.011,1.117,0.000,0.000,0.000,195.443
410,196.449,1.116,0.000,0.000,0.000,203.987
411,190.849,1.088,0.000,0.000,0.000,199.359
412,201.636,1.078,0.000,0.000,0.000,209.695
413,250.046,1.841,0.000,0.000,0.000,259.041
414,194.662,1.105,0.000,0.000,0.000,203.015
415,192.955,1.100,0.000,0.003,0.000,201.205
416,221.154,2.077,0.000,0.000,0.000,232.039
417,260.447,1.513,0.000,0.000,0.000,271.549
418,251.939,1.092,0.000,0.000,0.000,259.402
419,199.496,1.106,0.000,0.000,0.000,207.096
420,193.089,1.121,0.000,0.000,0.000,202.458
421,258.055,2.317,0.000,0.000,0.000,269.091
422,270.791,2.107,0.000,0.000,0.000,281.149
423,268.149,0.630,0.000,0.000,0.000,276.606
424,267.787,1.689,0.000,0.000,0.000,277.553
425,274.962,0.452,0.000,0.000,0.000,281.441
426,253.616,2.455,0.000,0.005,0.000,265.458
427,262.712,1.503,0.000,0.000,0.000,271.987
428,211.916,1.778,0.000,0.000,0.000,220.719
429,198.395,1.122,0.000,0.000,0.000,206.250
430,185.188,1.095,0.000,0.000,0.000,192.693
431,203.309,0.417,0.000,0.000,0.000,210.137
432,219.125,0.893,0.000,0.000,0.000,227.503
433,224.809,0.417,0.000,0.000,0.000,231.988
434,194.859,0.403,0.000,0.000,0.000,201.240
435,184.329,0.917,0.000,0.000,0.000,193.375
436,200.789,0.588,0.000,0.000,0.000,208.180
437,181.284,0.894,0.000,0.000,0.000,190.408
438,251.518,0.832,0.000,0.000,0.000,259.537
439,187.113,0.404,0.000,0.000,0.000,193.507
440,188.908,0.423,0.000,0.000,0.000,195.533
441,195.766,0.409,0.000,0.000,0.000,202.289
442,193.771,0.440,0.000,0.000,0.000,200.810
443,214.836,0.911,0.000,0.000,0.000,224.589
444,229.860,0.405,0.000,0.000,0.000,236.300
445,210.408,0.395,0.000,0.000,0.000,216.894
446,185.844,0.402,0.000,0.000,0.000,192.913
447,197.602,1.094,0.000,0.003,0.000,205.809
448,214.850,2.198,0.000,0.000,0.000,223.813
449,243.354,1.122,0.000,0.000,0.000,250.868
450,213.335,1.435,0.000,0.000,0.000,224.584
451,185.341,1.080,0.000,0.000,0.000,193.704
452,212.067,1.166,0.000,0.000,0.000,219.747
453,190.247,1.082,0.000,0.000,0.000,198.448
454,224.212,2.353,0.000,0.000,0.000,235.094
455,213.648,1.828,0.000,0.000,0.000,225.332
456,227.681,2.197,0.000,0.000,0.000,238.531
457,256.789,1.989,0.000,0.005,0.000,266.573
458,190.141,1.108,0.000,0.000,0.000,198.550
459,228.646,2.261,0.000,0.000,0.000,238.180
460,264.616,1.627,0.000,0.000,0.000,275.189
461,222.827,1.641,0.000,0.000,0.000,232.881
462,211.096,1.093,0.000,0.000,0.000,221.154
463,222.141,1.226,0.000,0.000,0.000,229.676
464,219.389,1.618,0.000,0.000,0.000,228.934
465,291.388,2.952,0.000,0.000,0.000,303.266
466,280.200,3.311,0.000,0.000,0.000,293.540
467,235.896,1.091,0.000,0.003,0.000,243.428
468,196.323,1.077,0.000,0.000,0.000,204.292
469,252.652,2.032,0.000,0.000,0.000,262.397
470,195.421,1.116,0.000,0.000,0.000,203.065
471,199.288,1.090,0.000,0.000,0.000,207.135
472,193.864,1.117,0.000,0.000,0.000,201.644
473,206.593,2.595,0.000,0.000,0.000,218.607
474,219.500,2.099,0.000,0.000,0.000,231.333
475,241.094,2.366,0.000,0.000,0.000,250.893
476,296.543,2.533,0.000,0.000,0.000,308.057
477,297.002,2.388,0.000,0.006,0.000,308.694
478,282.423,2.488,0.000,0.000,0.000,294.621
479,273.467,2.443,0.000,0.000,0.000,285.488
480,294.037,1.653,0.000,0.000,0.000,303.959
481,294.025,1.874,0.000,0.000,0.000,304.050
482,302.555,1.965,0.000,0.000,0.000,312.989
483,265.813,2.110,0.000,0.000,0.000,277.053
484,288.179,1.734,0.000,0.000,0.000,298.087
485,281.525,2.269,0.000,0.000,0.000,294.412
486,269.885,2.478,0.000,0.000,0.000,280.321
487,267.527,2.708,0.000,0.006,0.000,278.712
488,282.221,1.912,0.000,0.000,0.000,291.997
489,260.848,1.663,0.000,0.000,0.000,270.151
490,250.672,1.802,0.000,0.000,0.000,260.391
491,293.750,1.723,0.000,0.000,0.000,303.866
492,262.597,3.059,0.000,0.000,0.000,273.716
493,250.905,1.234,0.000,0.000,0.000,258.832
494,279.383,2.094,0.000,0.000,0.000,291.745
495,265.303,0.773,0.000,0.000,0.000,274.331
496,260.202,1.882,0.000,0.000,0.000,269.830
497,271.395,1.850,0.000,0.004,0.000,281.997
498,257.165,1.957,0.000,0.000,0.000,266.235
499,278.334,1.883,0.000,0.000,0.000,288.852
500,277.067,1.980,0.000,0.000,0.000,287.459
501,300.719,1.695,0.000,0.000,0.000,309.739
502,282.524,2.825,0.000,0.000,0.000,294.040
503,288.958,1.775,0.000,0.000,0.000,300.276
504,300.776,1.630,0.000,0.000,0.000,311.341
505,286.240,1.679,0.000,0.000,0.000,296.757
506,292.933,2.272,0.000,0.000,0.000,304.840
507,274.815,1.739,0.000,0.003,0.000,285.128
508,245.075,2.303,0.000,0.000,0.000,257.481
509,233.072,2.268,12.544,0.000,0.062,254.693
510,193.984,2.833,0.000,0.000,0.000,203.858
511,204.224,1.460,0.000,0.000,0.000,213.131
512,228.750,1.202,0.000,0.000,0.000,236.449
513,225.051,2.170,0.000,0.000,0.000,235.751
514,228.384,1.271,0.000,0.000,0.000,236.152
515,202.513,1.106,0.000,0.000,0.000,211.791
516,183.791,1.089,0.000,0.000,0.000,191.401
517,195.475,1.780,0.000,0.004,0.000,205.916
518,202.184,2.424,0.000,0.000,0.000,214.453
519,255.917,3.068,0.000,0.000,0.000,265.716
520,186.619,1.126,0.000,0.000,0.000,198.142
521,201.863,1.091,0.000,0.000,0.000,209.955
522,249.820,1.519,0.000,0.000,0.000,261.882
523,295.425,2.345,0.000,0.000,0.000,307.323
524,266.302,1.152,0.000,0.000,0.000,274.885
525,202.818,1.081,0.000,0.000,0.000,210.096
526,208.215,2.405,0.000,0.000,0.000,219.029
527,200.086,1.118,0.000,0.002,0.000,207.800
528,194.313,1.313,0.000,0.000,0.000,202.109
529,250.389,2.738,0.000,0.000,0.000,260.680
530,199.305,1.090,0.000,0.000,0.000,207.496
531,200.020,1.130,0.000,0.000,0.000,208.384
532,188.706,1.088,0.000,0.000,0.000,198.103
