frame_id,detection_ms,tracking_ms,recognition_ms,render_ms
587,0.000,0.000,0.000,3.314
588,0.000,0.000,0.000,4.182
589,0.000,0.000,0.000,3.300
590,0.000,0.000,0.000,3.711
591,0.000,0.000,0.000,3.170
592,0.000,0.000,0.000,2.994
593,0.000,0.000,0.000,3.141
594,0.000,0.000,0.000,2.909
595,0.000,0.000,0.000,3.139
596,0.000,1.332,0.000,4.376
597,0.000,0.000,0.000,3.274
598,0.000,0.000,0.000,5.294
599,0.000,0.000,0.000,3.716
600,0.000,0.000,0.000,3.261
601,0.000,0.000,0.000,2.943
602,0.000,0.000,0.000,2.872
603,0.000,0.000,0.000,4.069
604,0.000,0.000,0.000,3.386
605,0.000,0.000,0.000,3.501
606,0.000,0.000,0.000,3.570
607,0.000,0.000,0.000,2.809
608,0.000,0.000,0.000,18.510
609,0.000,0.000,0.000,2.964
610,0.000,0.000,0.000,5.037
611,0.000,0.000,0.000,2.940
612,0.000,0.000,0.000,2.927
613,0.000,0.000,0.000,3.273
614,0.000,0.000,0.000,2.749
615,0.000,0.000,0.000,3.464
616,0.000,0.000,0.000,3.469
617,0.000,0.000,0.000,4.111
618,0.000,0.000,0.000,2.459
619,0.000,0.000,0.000,3.137
620,0.000,0.000,0.000,2.719
621,0.000,0.000,0.000,3.910
622,0.000,0.000,0.000,3.221
623,0.000,0.000,0.000,4.721
624,0.000,0.000,0.000,3.314
625,0.000,0.000,0.000,2.683
626,0.000,0.000,0.000,2.688
627,0.000,0.000,0.000,3.193
628,0.000,0.000,0.000,2.996
629,0.000,0.000,0.000,3.102
630,0.000,0.000,0.000,4.397
631,0.000,0.000,0.000,3.244
632,0.000,0.000,0.000,2.654
633,0.000,0.000,0.000,2.783
634,0.000,0.000,0.000,3.758
635,0.000,0.000,0.000,3.809
636,0.000,0.000,0.000,2.924
637,0.000,0.000,0.000,2.851
638,0.000,0.000,0.000,2.751
639,0.000,0.000,0.000,2.789
640,0.000,0.869,0.000,3.929
641,0.000,0.940,0.000,30.188
642,0.000,0.000,0.000,2.835
643,0.000,0.000,0.000,3.769
644,0.000,0.000,0.000,2.807
645,0.000,0.000,0.000,3.395
646,0.000,0.000,0.000,2.669
647,0.000,0.000,0.000,2.964
648,0.000,0.000,0.000,3.013
649,0.000,0.000,0.000,3.536
650,0.000,0.000,0.000,3.622
651,0.000,0.000,0.000,3.048
652,0.000,0.000,0.000,3.391
653,0.000,0.000,0.000,2.355
654,0.000,0.000,0.000,4.265
655,0.000,0.000,0.000,3.285
656,0.000,0.000,0.000,4.073
657,0.000,0.000,0.000,3.188
658,0.000,0.000,0.000,2.812
659,0.000,0.000,0.000,2.894
660,0.000,0.000,0.000,4.203
661,0.000,0.000,0.000,3.978
662,0.000,0.000,0.000,3.468
663,0.000,0.000,0.000,2.598
664,0.000,0.000,0.000,2.605
665,0.000,0.000,0.000,2.702
666,0.000,0.000,0.000,2.519
667,0.000,0.000,0.000,4.118
668,0.000,0.000,0.000,2.593
669,0.000,0.000,0.000,2.980
670,0.000,0.000,0.000,2.562
671,0.000,0.000,0.000,2.848
672,0.000,0.000,0.000,2.840
673,0.000,0.000,0.000,3.555
674,0.000,0.000,0.000,3.191
675,0.000,0.000,0.000,3.809
676,0.000,0.000,0.000,3.065
677,0.000,0.000,0.000,2.283
678,0.000,0.000,0.000,3.117
679,0.000,0.000,0.000,4.400
680,0.000,0.000,0.000,3.083
681,0.000,0.000,0.000,2.485
682,0.000,0.000,0.000,3.460
683,0.000,0.000,0.000,2.610
684,0.000,0.000,0.000,2.662
685,0.000,0.000,0.000,2.954
686,0.000,0.000,0.000,4.099
687,0.000,0.000,0.000,2.521
688,0.000,0.000,0.000,4.211
689,0.000,0.000,0.000,2.810
690,0.000,0.000,0.000,2.576
691,0.000,0.000,0.000,3.797
692,0.000,1.243,0.000,9.657
693,0.000,0.000,0.000,2.977
694,0.000,0.000,0.000,3.462
695,0.000,0.000,0.000,2.767
696,0.000,0.000,0.000,3.098
697,0.000,0.000,0.000,3.295
698,0.000,0.929,0.000,2.444
699,0.000,0.000,0.000,3.340
700,0.000,0.000,0.000,4.390
701,0.000,0.000,0.000,3.172
702,0.000,0.000,0.000,3.650
703,0.000,0.000,0.000,2.869
704,0.000,0.000,0.000,2.901
705,0.000,0.000,0.000,2.716
706,0.000,0.000,0.000,3.547
707,0.000,0.000,0.000,4.245
708,0.000,0.000,0.000,3.469
709,0.000,0.000,0.000,2.858
710,0.000,0.000,0.000,3.033
711,0.000,0.000,0.000,2.592
712,0.000,0.000,0.000,3.040
713,0.000,0.000,0.000,3.456
714,0.000,0.000,0.000,3.008
715,0.000,0.000,0.000,2.551
716,0.000,0.000,0.000,2.660
717,0.000,0.000,0.000,2.712
718,0.000,0.000,0.000,3.512
719,0.000,0.796,0.000,7.956
720,0.000,0.000,0.000,2.660
721,0.000,0.000,0.000,4.088
722,0.000,0.000,0.000,2.979
723,0.000,0.000,0.000,3.038
724,0.000,0.000,0.000,3.014
725,0.000,0.000,0.000,3.972
726,0.000,0.000,0.000,3.203
727,0.000,0.000,0.000,3.980
728,0.000,0.000,0.000,3.511
729,0.000,0.000,0.000,2.493
730,0.000,0.000,0.000,2.422
731,0.000,0.000,0.000,2.616
732,0.000,0.000,0.000,2.942
733,0.000,0.000,0.000,4.474
734,0.000,0.000,0.000,3.145
735,0.000,0.000,0.000,3.164
736,0.000,0.000,0.000,2.770
737,0.000,0.000,0.000,2.860
738,0.000,0.000,0.000,3.916
739,0.000,0.000,0.000,3.814
740,0.000,0.000,0.000,3.619
741,0.000,0.000,0.000,3.250
742,0.000,0.000,0.000,2.964
743,0.000,0.000,0.000,3.249
744,0.000,0.000,0.000,2.943
745,0.000,0.000,0.000,4.467
746,0.000,0.885,0.000,10.516
747,0.000,0.000,0.000,2.974
748,0.000,0.000,0.000,3.353
749,0.000,0.000,0.000,2.708
750,0.000,0.000,0.000,3.388
751,0.000,0.000,0.000,3.241
752,0.000,0.000,0.000,3.036
753,0.000,0.000,0.000,3.266
754,0.000,0.000,0.000,4.098
755,0.000,0.000,0.000,2.840
756,0.000,0.000,0.000,2.588
757,0.000,0.000,0.000,2.619
758,0.000,0.000,0.000,2.260
759,0.000,0.000,0.000,2.583
760,0.000,0.000,0.000,3.442
761,0.000,0.000,0.000,3.069
762,0.000,0.000,0.000,3.655
763,0.000,0.000,0.000,2.970
764,0.000,0.000,0.000,2.870
765,0.000,0.000,0.000,3.047
766,0.000,0.000,0.000,3.844
767,0.000,0.000,0.000,2.891
768,0.000,0.000,0.000,3.539
769,0.000,0.000,0.000,2.563
770,0.000,0.000,0.000,2.503
771,0.000,0.000,0.000,2.656
772,0.000,0.000,0.000,3.749
773,0.000,0.000,0.000,3.056
774,0.000,0.000,0.000,2.918
775,0.000,0.000,0.000,4.938
776,0.000,0.000,0.000,3.108
777,0.000,0.000,0.000,3.976
778,0.000,0.000,0.000,3.329
779,0.000,0.947,0.000,3.584
780,0.000,0.000,0.000,3.097
781,0.000,0.000,0.000,5.137
782,0.000,0.000,0.000,2.740
783,0.000,0.000,0.000,2.914
784,0.000,0.000,0.000,2.443
785,0.000,0.000,0.000,2.691
786,0.000,0.000,0.000,2.737
787,0.000,0.000,0.000,3.448
788,0.000,0.000,0.000,2.841
789,0.000,0.000,0.000,3.051
790,0.000,0.000,0.000,2.824
791,0.000,0.000,0.000,3.308
792,0.000,0.000,0.000,2.921
793,0.000,0.000,0.000,3.186
794,0.000,0.000,0.000,2.761
795,0.000,0.000,0.000,3.711
796,0.000,0.000,0.000,3.225
797,0.000,0.000,0.000,2.718
798,0.000,0.000,0.000,2.608
799,0.000,0.000,0.000,4.057
800,0.000,0.000,0.000,4.714
801,0.000,0.000,0.000,3.124
802,0.000,0.000,0.000,2.635
803,0.000,0.000,0.000,3.632
