frame_id,detection_ms,tracking_ms,recognition_ms,render_ms
1841,0.000,0.000,0.000,3.991
1842,0.000,0.000,0.000,2.830
1843,0.000,0.000,0.000,3.315
1844,0.000,0.000,0.000,2.950
1845,0.000,0.000,0.000,3.053
1846,0.000,0.000,0.000,4.252
1847,0.000,0.000,0.000,4.003
1848,0.000,0.000,0.000,3.398
1849,0.000,0.000,0.000,2.777
1850,0.000,0.000,0.000,3.049
1851,0.000,0.000,0.000,3.831
1852,0.000,0.000,0.000,3.459
1853,0.000,0.000,0.000,4.612
1854,0.000,0.000,0.000,4.453
1855,0.000,0.000,0.000,3.074
1856,0.000,0.000,0.000,3.191
1857,0.000,0.000,0.000,2.947
1858,0.000,0.000,0.000,3.792
1859,0.000,0.819,0.000,2.301
1860,0.000,0.000,0.000,3.057
1861,0.000,0.000,0.000,4.260
1862,0.000,0.000,0.000,2.830
1863,0.000,0.000,0.000,4.198
1864,0.000,0.000,0.000,2.995
1865,0.000,0.000,0.000,2.879
1866,0.000,0.000,0.000,2.909
1867,0.000,0.000,0.000,3.382
1868,0.000,0.000,0.000,3.059
1869,0.000,0.000,0.000,3.066
1870,0.000,0.000,0.000,2.692
1871,0.000,0.000,0.000,2.604
1872,0.000,0.000,0.000,2.850
1873,0.000,0.000,0.000,3.938
1874,0.000,0.000,0.000,3.459
1875,0.000,0.000,0.000,3.114
1876,0.000,0.000,0.000,2.593
1877,0.000,0.000,0.000,3.023
1878,0.000,0.000,0.000,3.023
1879,0.000,0.000,0.000,4.294
1880,0.000,0.000,0.000,2.815
1881,0.000,0.000,0.000,3.032
1882,0.000,0.000,0.000,2.766
1883,0.000,0.000,0.000,2.772
1884,0.000,0.000,0.000,3.098
1885,0.000,0.000,0.000,2.841
1886,0.000,0.000,0.000,3.964
1887,0.000,0.000,0.000,4.051
1888,0.000,0.000,0.000,3.115
1889,0.000,0.000,0.000,2.855
1890,0.000,0.000,0.000,2.729
1891,0.000,0.000,0.000,4.022
1892,0.000,0.990,0.000,3.071
1893,0.000,0.000,0.000,2.734
1894,0.000,0.000,0.000,3.744
1895,0.000,0.000,0.000,4.263
1896,0.000,0.000,0.000,3.066
1897,0.000,0.000,0.000,4.247
1898,0.000,0.000,0.000,4.047
1899,0.000,0.000,0.000,2.832
1900,0.000,0.000,0.000,3.957
1901,0.000,1.227,0.000,3.147
1902,0.000,0.000,0.000,3.229
1903,0.000,0.000,0.000,3.139
1904,0.000,0.000,0.000,3.089
1905,0.000,0.000,0.000,3.710
1906,0.000,0.000,0.000,2.581
1907,0.000,0.000,0.000,4.363
1908,0.000,0.000,0.000,2.640
1909,0.000,0.000,0.000,3.010
1910,0.000,0.000,0.000,3.587
1911,0.000,0.000,0.000,3.111
1912,0.000,0.000,0.000,2.901
1913,0.000,0.000,0.000,3.391
1914,0.000,0.000,0.000,2.682
1915,0.000,0.000,0.000,3.285
1916,0.000,0.000,0.000,5.942
1917,0.000,0.000,0.000,2.967
1918,0.000,0.000,0.000,3.729
1919,0.000,0.000,0.000,3.005
1920,0.000,0.000,0.000,2.986
1921,0.000,0.000,0.000,3.759
1922,0.000,0.000,0.000,2.762
1923,0.000,0.000,0.000,3.541
1924,0.000,0.000,0.000,4.152
1925,0.000,1.446,0.000,3.234
1926,0.000,0.000,0.000,3.267
1927,0.000,0.000,0.000,4.390
1928,0.000,0.000,0.000,3.854
1929,0.000,0.000,0.000,2.699
1930,0.000,0.000,0.000,3.605
1931,0.000,0.000,0.000,2.758
1932,0.000,0.000,0.000,3.786
1933,0.000,0.000,0.000,3.678
1934,0.000,1.437,0.000,2.996
1935,0.000,0.000,0.000,4.306
1936,0.000,0.000,0.000,4.056
1937,0.000,0.000,0.000,2.689
1938,0.000,0.000,0.000,3.615
1939,0.000,0.000,0.000,2.760
1940,0.000,0.000,0.000,4.265
1941,0.000,0.000,0.000,2.945
1942,0.000,0.000,0.000,3.812
1943,0.000,0.000,0.000,3.240
1944,0.000,0.000,0.000,3.466
1945,0.000,0.000,0.000,2.650
1946,0.000,0.000,0.000,9.351
1947,0.000,0.000,0.000,2.959
1948,0.000,0.000,0.000,4.366
1949,0.000,0.000,0.000,2.893
1950,0.000,0.000,0.000,3.187
1951,0.000,0.000,0.000,3.308
1952,0.000,0.000,0.000,3.518
1953,0.000,0.000,0.000,3.853
1954,0.000,0.000,0.000,3.227
1955,0.000,0.000,0.000,4.589
1956,0.000,0.000,0.000,2.678
1957,0.000,0.000,0.000,4.191
1958,0.000,0.000,0.000,2.533
1959,0.000,0.000,0.000,3.134
1960,0.000,0.000,0.000,4.319
1961,0.000,0.000,0.000,4.483
1962,0.000,0.000,0.000,2.349
1963,0.000,0.000,0.000,3.639
1964,0.000,0.000,0.000,2.874
1965,0.000,0.000,0.000,2.993
1966,0.000,0.000,0.000,3.165
1967,0.000,0.000,0.000,4.264
1968,0.000,0.000,0.000,3.023
1969,0.000,0.000,0.000,3.436
1970,0.000,0.000,0.000,2.783
1971,0.000,0.000,0.000,2.814
1972,0.000,0.000,0.000,4.149
1973,0.000,0.000,0.000,2.719
1974,0.000,0.000,0.000,3.165
1975,0.000,0.000,0.000,3.183
1976,0.000,0.000,0.000,2.626
1977,0.000,0.000,0.000,3.017
1978,0.000,0.000,0.000,4.453
1979,0.000,0.000,0.000,3.806
1980,0.000,0.000,0.000,2.625
1981,0.000,0.000,0.000,3.070
1982,0.000,0.000,0.000,2.664
1983,0.000,0.000,0.000,3.668
1984,0.000,0.000,0.000,4.232
1985,0.000,1.181,0.000,18.782
1986,0.000,0.000,0.000,3.268
1987,0.000,0.000,0.000,3.714
1988,0.000,0.000,0.000,2.815
1989,0.000,0.000,0.000,3.309
1990,0.000,0.000,0.000,3.508
1991,0.000,0.000,0.000,3.540
1992,0.000,0.000,0.000,3.748
1993,0.000,0.000,0.000,3.737
1994,0.000,0.000,0.000,2.978
1995,0.000,0.000,0.000,2.990
1996,0.000,0.000,0.000,2.762
1997,0.000,0.838,0.000,3.076
1998,0.000,0.000,0.000,2.766
1999,0.000,0.000,0.000,4.730
2000,0.000,0.000,0.000,3.910
2001,0.000,0.000,0.000,5.274
2002,0.000,0.000,0.000,2.648
2003,0.000,0.000,0.000,2.798
2004,0.000,0.000,0.000,5.344
2005,0.000,0.000,0.000,4.238
2006,0.000,0.000,0.000,3.085
2007,0.000,0.000,0.000,3.211
2008,0.000,0.000,0.000,2.693
2009,0.000,0.000,0.000,3.333
2010,0.000,0.000,0.000,4.767
2011,0.000,0.000,0.000,3.960
2012,0.000,0.000,0.000,3.248
2013,0.000,0.000,0.000,3.373
2014,0.000,0.000,0.000,3.938
2015,0.000,0.000,0.000,3.793
2016,0.000,0.000,0.000,2.937
2017,0.000,0.000,0.000,2.688
2018,0.000,1.024,0.000,14.134
2019,0.000,0.000,0.000,2.831
2020,0.000,0.000,0.000,4.402
2021,0.000,0.000,0.000,2.769
2022,0.000,0.000,0.000,3.311
2023,0.000,0.000,0.000,2.588
2024,0.000,0.000,0.000,3.039
2025,0.000,0.000,0.000,3.475
2026,0.000,0.000,0.000,4.588
2027,0.000,0.000,0.000,3.009
2028,0.000,0.000,0.000,2.993
2029,0.000,0.000,0.000,3.407
2030,0.000,0.000,0.000,2.979
2031,0.000,0.000,0.000,2.461
2032,0.000,0.000,0.000,4.040
2033,0.000,0.000,0.000,3.075
2034,0.000,0.000,0.000,3.201
2035,0.000,0.000,0.000,2.648
2036,0.000,0.000,0.000,2.748
2037,0.000,0.000,0.000,2.995
2038,0.000,0.000,0.000,3.859
2039,0.000,0.000,0.000,2.986
2040,0.000,0.000,0.000,2.915
2041,0.000,0.000,0.000,2.766
2042,0.000,0.000,0.000,2.882
2043,0.000,0.000,0.000,4.301
2044,0.000,0.000,0.000,3.591
2045,0.000,0.000,0.000,3.530
2046,0.000,0.000,0.000,3.067
2047,0.000,0.000,0.000,4.716
2048,0.000,0.000,0.000,2.979
2049,0.000,0.000,0.000,2.859
2050,0.000,0.000,0.000,2.686
2051,0.000,0.000,0.000,3.762
2052,0.000,0.000,0.000,3.178
2053,0.000,0.000,0.000,3.086
2054,0.000,0.000,0.000,2.729
2055,0.000,0.000,0.000,2.820
2056,0.000,0.000,0.000,3.584
2057,0.000,0.000,0.000,4.582
2058,0.000,0.000,0.000,3.288
2059,0.000,0.000,0.000,3.122
2060,0.000,0.000,0.000,2.756
2061,0.000,0.000,0.000,4.013
2062,0.000,0.000,0.000,3.280
2063,0.000,0.000,0.000,6.268
2064,0.000,0.000,0.000,2.824
2065,0.000,0.000,0.000,4.842
2066,0.000,0.000,0.000,2.812
2067,0.000,0.000,0.000,2.731
2068,0.000,0.000,0.000,3.231
2069,0.000,0.000,0.000,3.878
2070,0.000,0.000,0.000,2.653
2071,0.000,0.000,0.000,3.419
2072,0.000,0.000,0.000,2.755
2073,0.000,0.000,0.000,3.578
2074,0.000,0.000,0.000,3.442
2075,0.000,0.973,0.000,2.361
2076,0.000,0.000,0.000,3.089
2077,0.000,0.000,0.000,3.432
2078,0.000,0.000,0.000,3.395
2079,0.000,0.000,0.000,3.029
2080,0.000,0.000,0.000,3.183
2081,0.000,0.000,0.000,2.969
2082,0.000,0.000,0.000,3.307
2083,0.000,0.000,0.000,4.926
2084,0.000,0.000,0.000,3.055
2085,0.000,0.000,0.000,4.461
2086,0.000,0.000,0.000,2.581
2087,0.000,0.000,0.000,3.703
2088,0.000,0.000,0.000,2.947
2089,0.000,0.000,0.000,3.713
2090,0.000,0.000,0.000,2.726
2091,0.000,0.000,0.000,3.541
2092,0.000,0.000,0.000,2.705
2093,0.000,0.000,0.000,3.403
2094,0.000,0.000,0.000,3.057
2095,0.000,0.000,0.000,3.626
2096,0.000,0.000,0.000,3.079
2097,0.000,0.000,0.000,2.883
2098,0.000,0.000,0.000,2.867
2099,0.000,0.000,0.000,5.064
2100,0.000,0.000,0.000,2.945
2101,0.000,0.000,0.000,3.554
2102,0.000,0.000,0.000,3.716
2103,0.000,0.000,0.000,3.436
2104,0.000,0.000,0.000,3.878
2105,0.000,0.000,0.000,2.988
2106,0.000,0.000,0.000,2.865
2107,0.000,0.000,0.000,2.581
2108,0.000,0.938,0.000,4.091
2109,0.000,0.000,0.000,3.183
2110,0.000,0.000,0.000,3.587
2111,0.000,0.000,0.000,2.699
2112,0.000,0.000,0.000,3.206
2113,0.000,0.000,0.000,2.798
2114,0.000,0.000,0.000,3.025
2115,0.000,0.000,0.000,4.783
2116,0.000,0.000,0.000,3.633
2117,0.000,0.000,0.000,3.113
2118,0.000,0.000,0.000,3.013
2119,0.000,0.000,0.000,2.829
2120,0.000,0.000,0.000,3.081
2121,0.000,0.000,0.000,3.257
2122,0.000,0.000,0.000,4.057
2123,0.000,0.000,0.000,3.925
2124,0.000,0.000,0.000,3.406
2125,0.000,0.000,0.000,3.005
2126,0.000,0.000,0.000,3.183
2127,0.000,0.000,0.000,3.031
2128,0.000,0.000,0.000,4.317
2129,0.000,0.000,0.000,3.271
2130,0.000,0.000,0.000,2.909
2131,0.000,0.000,0.000,3.560
2132,0.000,0.000,0.000,2.928
2133,0.000,0.000,0.000,2.790
2134,0.000,0.000,0.000,3.532
2135,0.000,0.000,0.000,3.921
2136,0.000,0.000,0.000,3.290
2137,0.000,0.000,0.000,3.626
2138,0.000,0.000,0.000,2.764
2139,0.000,0.000,0.000,3.070
2140,0.000,0.000,0.000,2.962
2141,0.000,1.101,0.000,2.414
2142,0.000,0.000,0.000,3.040
2143,0.000,0.000,0.000,4.429
2144,0.000,0.000,0.000,2.834
2145,0.000,0.000,0.000,3.381
2146,0.000,0.000,0.000,3.223
2147,0.000,0.000,0.000,2.618
2148,0.000,0.000,0.000,3.029
2149,0.000,0.000,0.000,3.603
2150,0.000,0.000,0.000,2.989
2151,0.000,0.000,0.000,3.220
2152,0.000,0.000,0.000,2.587
2153,0.000,0.000,0.000,2.880
2154,0.000,0.000,0.000,2.735
2155,0.000,0.000,0.000,3.487
2156,0.000,0.000,0.000,2.828
2157,0.000,0.000,0.000,2.741
2158,0.000,0.000,0.000,2.602
2159,0.000,0.000,0.000,2.474
2160,0.000,0.000,0.000,3.048
2161,0.000,0.000,0.000,3.938
2162,0.000,0.000,0.000,3.219
2163,0.000,0.000,0.000,3.040
2164,0.000,0.000,0.000,3.435
2165,0.000,0.000,0.000,2.829
2166,0.000,0.000,0.000,2.994
2167,0.000,0.810,0.000,13.826
2168,0.000,0.814,0.000,8.199
2169,0.000,0.000,0.000,3.069
2170,0.000,0.000,0.000,3.307
2171,0.000,0.000,0.000,2.845
2172,0.000,0.000,0.000,3.149
2173,0.000,0.000,0.000,2.670
2174,0.000,0.000,0.000,2.903
2175,0.000,0.000,0.000,2.954
2176,0.000,0.000,0.000,3.661
2177,0.000,0.000,0.000,3.944
2178,0.000,0.000,0.000,31.009
2179,0.000,0.000,0.000,6.873
2180,0.000,0.000,0.000,3.503
2181,0.000,0.000,0.000,3.069
2182,0.000,0.000,0.000,3.085
2183,0.000,1.049,0.000,2.582
2184,0.000,0.000,0.000,3.243
2185,0.000,0.000,0.000,3.240
2186,0.000,0.000,0.000,3.497
2187,0.000,0.000,0.000,3.164
2188,0.000,0.000,0.000,3.695
2189,0.000,0.000,0.000,3.620
2190,0.000,0.000,0.000,4.788
2191,0.000,0.000,0.000,4.030
2192,0.000,0.000,0.000,3.595
2193,0.000,0.000,0.000,3.818
2194,0.000,0.000,0.000,2.772
2195,0.000,0.000,0.000,4.126
2196,0.000,0.000,0.000,3.359
2197,0.000,0.000,0.000,4.408
2198,0.000,0.000,0.000,3.793
2199,0.000,0.000,0.000,3.430
2200,0.000,0.000,0.000,4.111
2201,0.000,0.000,0.000,3.093
2202,0.000,0.000,0.000,3.902
2203,0.000,0.000,0.000,5.332
2204,0.000,0.000,0.000,14.279
2205,0.000,0.000,0.000,5.207
2206,0.000,0.000,0.000,4.080
2207,0.000,0.000,0.000,2.633
2208,0.000,0.000,0.000,2.998
2209,0.000,0.000,0.000,3.001
2210,0.000,0.000,0.000,2.474
2211,0.000,0.000,0.000,2.793
2212,0.000,0.000,0.000,4.470
2213,0.000,0.000,0.000,3.403
2214,0.000,0.000,0.000,2.714
2215,0.000,0.000,0.000,2.858
2216,0.000,0.000,0.000,2.913
2217,0.000,0.000,0.000,4.641
2218,0.000,0.000,0.000,4.065
2219,0.000,0.000,0.000,2.586
2220,0.000,0.000,0.000,3.601
2221,0.000,0.000,0.000,2.546
2222,0.000,0.000,0.000,2.607
2223,0.000,0.000,0.000,2.875
2224,0.000,0.000,0.000,5.184
2225,0.000,0.000,0.000,2.834
2226,0.000,0.000,0.000,3.278
2227,0.000,0.000,0.000,2.571
2228,0.000,0.000,0.000,2.942
2229,0.000,0.000,0.000,2.930
2230,0.000,0.000,0.000,3.862
2231,0.000,0.000,0.000,4.315
2232,0.000,0.000,0.000,3.056
2233,0.000,0.000,0.000,4.452
2234,0.000,0.000,0.000,2.646
2235,0.000,0.000,0.000,2.626
2236,0.000,0.000,0.000,3.243
2237,0.000,0.000,0.000,3.945
2238,0.000,0.000,0.000,2.744
2239,0.000,0.000,0.000,3.061
2240,0.000,0.000,0.000,2.991
2241,0.000,0.000,0.000,5.251
2242,0.000,0.000,0.000,4.257
2243,0.000,0.000,0.000,3.831
2244,0.000,0.000,0.000,2.938
2245,0.000,0.000,0.000,2.917
2246,0.000,0.000,0.000,2.518
2247,0.000,0.000,0.000,3.031
2248,0.000,0.000,0.000,4.693
2249,0.000,0.000,0.000,5.044
2250,0.000,0.000,0.000,3.543
2251,0.000,0.000,0.000,4.102
2252,0.000,0.000,0.000,3.242
2253,0.000,0.000,0.000,2.804
2254,0.000,0.000,0.000,4.341
2255,0.000,0.000,0.000,3.417
2256,0.000,0.000,0.000,2.851
2257,0.000,0.000,0.000,4.136
2258,0.000,0.000,0.000,2.895
2259,0.000,0.000,0.000,3.375
2260,0.000,0.000,0.000,2.512
2261,0.000,0.881,0.000,2.580
2262,0.000,0.000,0.000,2.866
2263,0.000,0.000,0.000,4.359
2264,0.000,0.000,0.000,2.782
2265,0.000,0.000,0.000,2.807
2266,0.000,0.000,0.000,3.639
2267,0.000,0.000,0.000,2.987
2268,0.000,0.000,0.000,3.002
2269,0.000,0.000,0.000,4.993
2270,0.000,0.000,0.000,2.790
2271,0.000,0.000,0.000,3.632
2272,0.000,0.000,0.000,2.660
2273,0.000,0.000,0.000,2.770
2274,0.000,0.000,0.000,3.514
2275,0.000,0.000,0.000,4.425
2276,0.000,0.000,0.000,2.933
2277,0.000,0.000,0.000,3.468
2278,0.000,0.000,0.000,2.657
2279,0.000,0.000,0.000,2.865
2280,0.000,0.000,0.000,3.015
2281,0.000,0.000,0.000,4.250
2282,0.000,0.000,0.000,2.966
2283,0.000,0.000,0.000,3.786
2284,0.000,0.000,0.000,2.834
2285,0.000,0.000,0.000,3.121
2286,0.000,0.000,0.000,7.203
2287,0.000,0.000,0.000,3.911
2288,0.000,0.000,0.000,3.235
2289,0.000,0.000,0.000,3.593
2290,0.000,0.000,0.000,3.748
2291,0.000,0.000,0.000,2.628
2292,0.000,0.000,0.000,3.032
2293,0.000,0.000,0.000,3.185
2294,0.000,1.039,0.000,2.587
2295,0.000,0.000,0.000,3.124
2296,0.000,0.000,0.000,4.196
2297,0.000,0.000,0.000,3.246
2298,0.000,0.000,0.000,3.595
2299,0.000,0.000,0.000,3.012
2300,0.000,0.000,0.000,2.895
2301,0.000,0.000,0.000,2.999
2302,0.000,0.000,0.000,3.814
2303,0.000,0.000,0.000,2.977
2304,0.000,0.000,0.000,4.767
2305,0.000,0.000,0.000,2.863
2306,0.000,0.000,0.000,2.822
2307,0.000,0.000,0.000,3.163
2308,0.000,0.000,0.000,5.224
2309,0.000,0.000,0.000,3.850
2310,0.000,0.000,0.000,3.155
2311,0.000,0.000,0.000,3.671
2312,0.000,0.000,0.000,3.524
2313,0.000,0.000,0.000,3.143
2314,0.000,0.000,0.000,4.304
2315,0.000,0.000,0.000,4.027
2316,0.000,0.000,0.000,3.018
2317,0.000,0.000,0.000,2.833
2318,0.000,0.000,0.000,3.031
2319,0.000,0.000,0.000,3.024
2320,0.000,0.996,0.000,2.855
2321,0.000,1.133,0.000,2.707
2322,0.000,0.000,0.000,3.097
2323,0.000,0.000,0.000,3.122
2324,0.000,0.000,0.000,3.128
2325,0.000,0.000,0.000,3.311
2326,0.000,0.000,0.000,2.651
2327,0.000,0.000,0.000,2.930
2328,0.000,0.000,0.000,2.910
2329,0.000,0.000,0.000,3.448
2330,0.000,0.000,0.000,2.740
2331,0.000,0.000,0.000,4.833
2332,0.000,0.000,0.000,3.090
2333,0.000,0.000,0.000,2.925
2334,0.000,0.000,0.000,3.429
2335,0.000,0.000,0.000,3.588
2336,0.000,0.000,0.000,2.859
2337,0.000,0.000,0.000,2.954
2338,0.000,0.000,0.000,3.238
2339,0.000,0.000,0.000,3.302
2340,0.000,0.000,0.000,4.355
2341,0.000,0.000,0.000,4.879
2342,0.000,0.000,0.000,3.203
2343,0.000,0.000,0.000,2.587
2344,0.000,0.000,0.000,3.434
2345,0.000,0.000,0.000,3.076
2346,0.000,0.000,0.000,2.774
2347,0.000,0.000,0.000,4.285
2348,0.000,0.000,0.000,3.201
2349,0.000,0.000,0.000,2.774
2350,0.000,0.000,0.000,2.975
2351,0.000,0.000,0.000,3.293
2352,0.000,0.000,0.000,3.029
2353,0.000,0.000,0.000,4.263
2354,0.000,1.057,0.000,2.533
2355,0.000,0.000,0.000,3.186
2356,0.000,0.000,0.000,3.893
2357,0.000,0.000,0.000,3.360
2358,0.000,0.000,0.000,3.065
2359,0.000,0.000,0.000,2.659
2360,0.000,0.000,0.000,4.642
2361,0.000,0.000,0.000,2.786
2362,0.000,0.000,0.000,3.927
2363,0.000,0.000,0.000,2.940
2364,0.000,0.000,0.000,3.538
2365,0.000,0.000,0.000,2.828
2366,0.000,0.000,0.000,3.083
2367,0.000,0.000,0.000,2.659
2368,0.000,0.000,0.000,4.364
2369,0.000,0.000,0.000,3.325
2370,0.000,0.000,0.000,4.902
2371,0.000,0.000,0.000,2.500
2372,0.000,0.000,0.000,3.033
2373,0.000,0.000,0.000,5.413
2374,0.000,0.000,0.000,4.253
2375,0.000,0.000,0.000,4.191
2376,0.000,0.000,0.000,3.809
2377,0.000,0.000,0.000,2.799
2378,0.000,0.000,0.000,2.977
2379,0.000,0.000,0.000,2.864
2380,0.000,0.000,0.000,3.594
2381,0.000,0.000,0.000,3.317
2382,0.000,0.000,0.000,2.786
2383,0.000,0.000,0.000,3.737
2384,0.000,0.000,0.000,2.953
2385,0.000,0.000,0.000,3.050
2386,0.000,0.000,0.000,3.153
2387,0.000,0.000,0.000,3.638
2388,0.000,0.000,0.000,3.079
2389,0.000,0.000,0.000,3.010
2390,0.000,0.000,0.000,2.603
2391,0.000,0.000,0.000,2.655
2392,0.000,0.000,0.000,4.389
2393,0.000,0.000,0.000,3.595
2394,0.000,0.000,0.000,3.211
2395,0.000,0.000,0.000,3.150
2396,0.000,0.000,0.000,3.284
2397,0.000,0.000,0.000,4.582
2398,0.000,0.000,0.000,3.316
2399,0.000,0.000,0.000,4.205
2400,0.000,0.000,0.000,2.778
2401,0.000,0.000,0.000,3.909
2402,0.000,0.000,0.000,3.108
2403,0.000,0.000,0.000,3.032
2404,0.000,0.000,0.000,4.088
2405,0.000,0.000,0.000,2.786
2406,0.000,0.000,0.000,2.665
2407,0.000,0.000,0.000,2.881
2408,0.000,0.000,0.000,3.254
2409,0.000,0.000,0.000,2.984
2410,0.000,0.000,0.000,3.979
2411,0.000,0.000,0.000,3.184
2412,0.000,0.000,0.000,2.710
2413,0.000,0.000,0.000,4.127
2414,0.000,0.000,0.000,3.087
2415,0.000,0.000,0.000,3.673
2416,0.000,0.000,0.000,2.681
2417,0.000,1.235,0.000,2.567
2418,0.000,0.000,0.000,2.714
2419,0.000,0.000,0.000,3.464
2420,0.000,0.000,0.000,2.659
2421,0.000,0.000,0.000,5.191
2422,0.000,0.000,0.000,3.315
2423,0.000,0.000,0.000,3.145
2424,0.000,0.000,0.000,3.073
2425,0.000,0.000,0.000,3.298
2426,0.000,0.000,0.000,3.601
2427,0.000,0.000,0.000,3.115
2428,0.000,0.000,0.000,2.732
2429,0.000,0.000,0.000,2.877
2430,0.000,0.000,0.000,3.055
2431,0.000,0.000,0.000,3.351
2432,0.000,0.000,0.000,2.754
2433,0.000,0.000,0.000,3.110
2434,0.000,0.000,0.000,2.749
2435,0.000,0.000,0.000,2.804
2436,0.000,0.000,0.000,3.178
2437,0.000,0.000,0.000,3.729
2438,0.000,0.000,0.000,4.188
2439,0.000,0.000,0.000,3.275
2440,0.000,0.000,0.000,3.152
2441,0.000,0.000,0.000,3.179
2442,0.000,0.000,0.000,3.498
2443,0.000,0.000,0.000,3.870
2444,0.000,0.000,0.000,3.466
2445,0.000,0.000,0.000,3.022
2446,0.000,0.000,0.000,5.391
2447,0.000,0.000,0.000,2.834
2448,0.000,0.000,0.000,2.947
2449,0.000,0.000,0.000,5.731
2450,0.000,0.926,0.000,2.401
2451,0.000,0.000,0.000,3.237
2452,0.000,0.000,0.000,4.355
2453,0.000,0.000,0.000,3.687
2454,0.000,0.000,0.000,3.800
2455,0.000,0.000,0.000,2.878
2456,0.000,0.000,0.000,3.467
2457,0.000,0.000,0.000,2.733
2458,0.000,0.000,0.000,4.309
2459,0.000,0.000,0.000,2.852
2460,0.000,0.000,0.000,3.781
2461,0.000,0.000,0.000,2.711
2462,0.000,0.000,0.000,5.757
2463,0.000,0.000,0.000,2.837
2464,0.000,0.000,0.000,3.930
2465,0.000,0.000,0.000,3.482
2466,0.000,0.000,0.000,3.508
2467,0.000,0.000,0.000,2.497
2468,0.000,0.000,0.000,3.258
2469,0.000,0.000,0.000,2.920
2470,0.000,0.000,0.000,3.389
2471,0.000,0.000,0.000,2.747
2472,0.000,0.000,0.000,3.664
2473,0.000,0.000,0.000,3.060
2474,0.000,0.000,0.000,4.005
2475,0.000,0.000,0.000,3.186
2476,0.000,3.873,0.000,13.001
2477,0.000,2.340,0.000,7.852
2478,0.000,0.000,0.000,9.980
2479,0.000,0.000,0.000,4.936
2480,0.000,0.000,0.000,10.846
2481,0.000,0.000,0.000,5.923
2482,0.000,0.000,0.000,4.311
2483,0.000,0.000,0.000,3.282
2484,0.000,0.000,0.000,3.830
2485,0.000,0.000,0.000,3.968
2486,0.000,0.000,0.000,4.478
2487,0.000,0.000,0.000,5.187
2488,0.000,0.000,0.000,3.383
2489,0.000,0.000,0.000,4.110
2490,0.000,0.000,0.000,12.805
2491,0.000,0.000,0.000,3.683
2492,0.000,0.948,0.000,4.408
2493,0.000,0.000,0.000,4.257
2494,0.000,0.000,0.000,5.319
2495,0.000,0.000,0.000,6.487
2496,0.000,0.000,0.000,11.224
2497,0.000,0.000,0.000,13.637
2498,0.000,0.000,0.000,12.558
2499,0.000,0.000,0.000,5.219
2500,0.000,1.472,0.000,3.946
2501,0.000,1.343,0.000,4.109
2502,0.000,0.000,0.000,5.187
2503,0.000,0.000,0.000,5.832
2504,0.000,0.000,0.000,3.672
2505,0.000,0.000,0.000,4.512
2506,0.000,0.000,0.000,3.822
2507,0.000,0.000,0.000,3.150
2508,0.000,0.000,0.000,4.257
2509,0.000,0.000,0.000,7.827
2510,0.000,0.000,0.000,3.960
2511,0.000,0.000,0.000,5.138
2512,0.000,0.000,0.000,4.688
2513,0.000,0.000,0.000,19.347
2514,0.000,0.000,0.000,6.031
2516,0.000,0.000,0.000,4.137
2517,0.000,0.000,0.000,3.107
2518,0.000,0.000,0.000,3.568
2519,0.000,0.000,0.000,10.162
2520,0.000,0.000,0.000,4.066
2521,0.000,0.000,0.000,5.048
2522,0.000,0.000,0.000,10.413
2523,0.000,0.000,0.000,4.172
2524,0.000,0.000,0.000,4.573
2525,0.000,0.000,0.000,3.687
2526,0.000,0.000,0.000,4.845
2527,0.000,0.000,0.000,3.459
2528,0.000,0.000,0.000,3.548
2529,0.000,0.000,0.000,11.162
2530,0.000,0.000,0.000,4.377
2531,0.000,0.000,0.000,3.636
2532,0.000,0.000,0.000,4.453
2533,0.000,0.000,0.000,4.801
2534,0.000,0.000,0.000,3.931
2535,0.000,0.000,0.000,5.716
2536,0.000,0.000,0.000,18.626
2537,0.000,0.993,0.000,3.066
2538,0.000,0.000,0.000,2.976
2539,0.000,0.000,0.000,4.083
2540,0.000,0.000,0.000,3.107
2541,0.000,0.000,0.000,3.546
2542,0.000,0.000,0.000,3.920
2543,0.000,0.000,0.000,2.603
2544,0.000,0.000,0.000,3.875
2545,0.000,0.000,0.000,3.240
2546,0.000,1.191,0.000,2.884
2547,0.000,0.000,0.000,3.144
2548,0.000,0.000,0.000,3.203
2549,0.000,0.000,0.000,3.035
2550,0.000,0.000,0.000,3.237
2551,0.000,0.000,0.000,3.512
2552,0.000,0.000,0.000,2.565
2553,0.000,0.000,0.000,2.568
2554,0.000,0.553,0.000,3.788
2555,0.000,1.047,0.000,3.066
2556,0.000,0.000,0.000,2.902
2557,0.000,0.000,0.000,4.490
2558,0.000,0.000,0.000,2.899
2559,0.000,0.000,0.000,3.112
2560,0.000,0.000,0.000,3.314
2561,0.000,0.000,0.000,2.875
2562,0.000,0.000,0.000,4.146
2563,0.000,0.000,0.000,2.983
2564,0.000,0.000,0.000,3.677
2565,0.000,0.000,0.000,3.133
2566,0.000,0.000,0.000,2.773
2567,0.000,0.000,0.000,3.797
2568,0.000,0.000,0.000,2.982
2569,0.000,0.000,0.000,2.966
2570,0.000,1.096,0.000,2.676
2571,0.000,0.000,0.000,3.080
2572,0.000,0.000,0.000,4.669
2573,0.000,0.000,0.000,4.356
2574,0.000,0.000,0.000,2.942
2575,0.000,0.000,0.000,3.048
2576,0.000,0.000,0.000,3.927
